Label,log.sigma.1.mm.3D_glcm_MCC,log.sigma.3.mm.3D_glszm_SizeZoneNonUniformityNormalized,wavelet.HHL_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet.LLH_glcm_MCC,wavelet.HHH_glszm_GrayLevelVariance,log.sigma.2.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,wavelet.LLH_glszm_SmallAreaEmphasis,wavelet.HHL_glszm_GrayLevelNonUniformityNormalized,wavelet.HHH_glszm_SmallAreaEmphasis,original_shape_Flatness
1,-0.422466651,-1.16985194,0.2056672,-0.60367292,-0.240703322,-0.514132301,-0.078129597,0.013055194,-0.133813837,-1.931415323
0,-0.172145159,0.558057473,-0.088783889,1.69740263,-2.61973635,0.137130578,2.604813295,2.776753727,-0.884730983,0.484865562
0,-0.612339128,0.646101012,-0.76294775,-0.505837988,-0.754083502,0.172357352,0.114985703,0.428035491,-1.389430057,0.479901763
0,-0.846683546,-0.76627936,0.078096345,0.248438667,-0.34985292,0.093171311,0.721991925,-0.935116745,-0.154273203,-2.222021057
1,0.062915346,-0.791298634,0.660845368,-1.558080315,-0.555757028,-0.167972905,1.485462225,-1.084201404,-0.407841765,-1.118514678
0,-0.990069351,0.070519171,1.058322028,1.366469358,1.314999049,-0.110495241,-0.636756648,-1.032297579,0.659589819,0.096728452
0,-0.489506543,0.070519171,0.915117878,0.795643554,-0.151333069,-0.356938127,0.357570584,0.56742009,-2.102819266,0.336606245
0,-0.472986366,-0.408862714,-0.684529967,-0.422697484,-0.150728143,-0.216362065,2.408875165,0.279657475,-0.597500904,0.670769021
0,-0.384416123,-1.173375348,2.211941904,-1.265673246,2.185774009,0.664396762,0.986137048,-1.927895788,0.163331294,-0.82199009
1,0.022616179,-0.42371192,-1.159261584,-0.46617656,-0.025750174,-0.223235979,0.289259953,2.075276754,-0.555104578,1.172956524
0,-0.764695073,0.518539634,-0.164493563,-0.795994026,-0.183027156,-0.254732233,-0.156079536,-0.33672807,0.432866645,1.656535632
1,2.612806661,2.131930005,-0.799658047,2.885895734,0.867202396,-0.664546305,1.256559785,1.379004992,1.049584841,0.98775797
0,-0.416219405,-0.759745883,0.377587055,0.607331049,-0.91583961,2.625677088,-1.990567016,-0.350367592,-1.356017994,1.125027066
0,-0.634214161,-0.573510232,0.399032734,-1.372079818,0.489073423,0.634915769,-0.161936061,-0.667418026,0.284496309,-0.153962236
0,-0.729533109,-0.414503134,-0.003646259,1.337847763,-0.696335065,-0.060929893,-0.746370865,0.34698068,0.998543232,0.382419574
1,2.361525002,0.374316399,0.245420247,-1.493794109,1.107486271,-0.692352959,0.871434252,0.74933763,0.732106087,-1.118489642
0,1.464113604,1.075641667,-1.464429282,-1.335131519,-0.689495545,-0.490852043,2.167554279,2.376730857,0.257506981,-0.824810043
0,-1.553517884,0.105622764,0.685129289,-0.32758326,-1.218216574,-0.53731681,-2.881118803,-0.614521331,-0.666128454,-0.226454785
0,0.648594485,0.150129616,0.349420372,-0.127087409,-0.005657987,-0.451136681,-0.00023245,-1.085113628,-0.03809967,1.092125425
0,-0.166083479,1.81095358,-1.712786852,0.083524754,-0.323514097,-0.516267125,-2.564630937,1.477192835,0.792169932,-0.312386008
1,1.771537943,-0.59942697,-1.472250712,1.31712703,0.165833394,-0.504882663,-0.338519487,3.059519906,0.39762968,0.989792734
1,0.994957019,-0.171120964,-0.385420492,-0.869789465,-0.148238084,-0.519715046,0.202674439,-0.025347112,-0.212435158,-1.615854626
0,-0.484529221,-0.711528363,1.037498085,-0.10173318,0.123039534,-0.280908871,-0.271505421,-0.982208567,0.888360609,0.135749835
0,0.383008782,-0.151767119,-0.419755914,-0.696820432,0.184439048,-0.437415727,0.638418998,0.284667618,-0.262279436,-0.107774798
1,1.424035229,0.324694002,-1.088689522,0.1770229,-1.271636253,-0.572770167,0.233862518,0.022917328,-1.317350803,0.81188157
1,-0.948302273,-0.69868733,1.851676791,-0.715406017,0.642942106,-0.164555552,0.271319683,-1.512911074,1.258396717,-0.676792744
1,0.851353516,-0.1658659,0.688287237,-0.619528402,1.023194289,-0.472346245,-0.614481588,-0.518864526,0.013767653,-0.274976943
0,1.147655478,0.442250216,-0.703336982,-1.080614598,-1.401113608,-0.452075436,1.167688511,0.962957423,0.344807054,0.059929228
1,-0.202464061,1.81095358,-1.891025312,0.716740952,1.920225395,0.353590558,-1.730826617,0.489098942,-1.314422139,1.362466715
0,-0.539963527,-0.65230204,-0.344073908,0.8478704,0.288445128,-0.383305367,0.742680976,0.691339868,1.147793985,0.238139302
1,-0.706109819,-0.408795206,-0.709342537,1.416510673,-0.174638112,0.018060433,0.238774155,0.874216578,0.336679064,0.153549213
0,0.026168159,-0.590430633,-1.395745738,-0.85453625,-0.7294304,-0.420693099,-0.185085669,0.90689987,-1.779665493,-0.021236047
0,0.972164256,-0.577175702,-0.859574027,-0.441955204,-0.22408646,-0.581737582,1.039530091,1.66174437,-2.750092254,0.86687712
0,-0.151706874,-0.90691741,-1.235567803,-0.190767539,-0.29714992,-0.467506166,-0.28865452,1.538917397,0.267405487,0.046414418
0,-1.082393169,-0.321830101,1.125953014,0.400552699,0.971745184,0.213489226,0.372615822,-0.909744838,-1.267993125,-0.44271366
0,0.512427295,-0.629512791,-0.224693938,-0.731040646,-0.373654482,-0.270440887,1.268170501,0.607529005,0.213719214,0.190050433
0,0.146817624,1.81095358,-2.012038281,0.322278312,-2.344874816,0.457437712,-0.685682875,1.8395293,-2.79603045,0.696569223
0,-1.344165432,-1.002992448,-0.254400322,-1.0313598,0.062500467,2.711452584,-0.146905224,-0.073339348,0.449269251,-2.043466531
0,-0.929071211,-0.581628947,-1.311753548,0.723834007,-0.353708703,-0.351266427,-0.198763836,0.681970269,-3.457328962,0.836993604
0,-0.817371878,-0.335686035,0.05909676,-0.251282191,-0.672004,0.005045606,-1.332306514,-0.285908756,0.526661747,0.825603237
1,-0.887943493,-0.227449659,0.57618041,0.61113053,0.087062169,0.164807288,-0.185662032,0.192376578,-0.643159059,0.66012915
0,-1.087786263,-0.596062211,0.108966923,-0.857498402,0.32696516,-0.369891831,0.217173882,-0.654726838,0.225160413,-2.01932726
1,-0.519565551,0.491986779,-0.087234783,0.912130218,-0.539250766,-0.144674651,0.20047012,2.307606709,-1.13751067,0.65920764
0,-0.234447746,-0.731906565,-0.159180719,-0.010103299,0.507712287,-0.103868684,-0.777481516,-0.279186617,-0.753828451,1.075678307
0,-1.271503293,-0.427293113,-0.346121079,-0.928755496,1.054227281,0.379833608,0.267256136,-0.628680414,1.651466661,1.00027499
0,-0.729603631,-0.711637854,-0.5354062,0.0635011,-0.657151558,-0.484050599,-0.352084263,0.470212881,-0.863678081,0.222198117
1,2.005394724,3.299652353,-1.064235429,2.554144456,-0.383326125,-0.55492469,0.126978939,0.615266239,1.042947818,0.569769609
0,-0.02186937,3.54267772,1.98134772,-0.61367321,1.912068649,-0.671053195,-0.448909669,-1.116010334,0.62994485,2.070475986
0,-0.720442657,-0.116156012,-0.546628624,0.642696749,1.038197638,0.441979937,-0.627472569,0.305049125,0.387956611,-0.90358445
0,-0.784381047,-0.584849594,-0.13458094,-0.270501821,-0.151333069,-0.576865514,0.31627409,0.626939453,1.021004657,0.676508206
0,-1.003748114,-0.847922762,0.683319428,0.559835277,0.545876301,0.181208643,-1.082509061,-0.560110493,0.351429936,-1.949663662
0,-0.902492267,-0.321830101,-0.939882233,-0.470962522,0.804019679,-0.102639831,-0.340726771,0.192226882,0.132552601,0.160656607
1,0.00636997,-0.851450656,-0.649817897,0.491080531,-1.55158567,-0.599122614,-0.672470293,0.685581358,0.050576951,1.401054612
0,-0.027449033,-0.116156012,0.412853439,-0.040899621,-0.102495157,-0.264311498,-1.187978342,-0.852858248,-0.552520018,-0.988515796
1,0.183417255,-0.553785349,1.021986636,-0.332018567,1.613024364,-0.310422896,0.683746625,-1.654765376,1.355719908,-0.664370488
0,1.418484474,-0.500835507,-1.112586069,-0.997016727,0.597192691,-0.546039276,1.755346785,0.817592099,0.262380982,1.471271927
0,-1.042071347,0.045936187,1.352816458,0.142071525,0.917832929,-0.0951143,0.314951996,-1.554208915,0.728811493,0.740479694
1,0.062133396,-1.16271703,-0.244511132,-0.156473108,-1.206093076,-0.626073472,0.082043622,-0.358785648,-0.29273218,-1.98266079
0,-0.719133237,-0.183912197,-0.814825354,-0.197594927,-0.519547666,-0.148430525,-0.4069972,0.964724097,1.541394328,0.27350964
0,-0.439179677,-0.530823837,0.557172843,-0.892684732,0.737641342,2.62374561,0.767361344,-0.755566174,-0.950163271,-0.932924322
0,-0.590300007,3.729450753,-0.641827575,-0.891631931,0.609367806,0.372734319,0.304188917,0.124990304,1.534382568,0.227049274
1,1.151688265,-0.38317147,-0.750206542,-0.77394386,-0.170428321,-0.63037939,1.24186063,0.560758512,0.749232086,0.028102603
0,0.35745184,-0.943811584,-0.276425576,-0.581365434,1.175241185,-0.184103507,0.142093099,0.340362004,1.292300135,-0.263718868
1,1.202240461,-0.291128395,1.127039687,0.39765923,0.107796244,-0.438972162,-0.138161246,-0.464952415,-0.54474088,-1.860347784
1,2.363688615,0.730576524,-0.977148564,0.534155346,0.257403249,-0.488150483,0.111370961,1.846627168,0.39565536,0.561981371
1,-0.609880597,-0.998274419,-0.155661844,0.577786446,-0.758447528,-0.362075219,-2.250273973,0.634967714,0.242101535,1.153280465
0,-1.28694425,-1.456486905,4.283099414,0.624115706,-0.731099237,0.025312675,-0.519026766,-1.265245959,-1.321881272,-1.146383668
0,-0.687956497,-0.552316283,-0.818023355,1.307546641,-0.262229415,-0.576469797,-1.481770486,1.729372262,0.089486245,1.518246456
1,2.255868683,2.117770976,-1.25449061,1.003767716,-0.213709701,-0.596824077,1.391060019,1.534097224,-0.031722682,0.056764487
0,0.912590804,-0.79245086,-0.724076731,0.256366429,-0.690918447,-0.588935979,-0.215420983,1.626187123,-0.733382719,1.263862999
0,-0.069386079,-0.724304896,0.139697105,-0.926143201,-0.743282218,-0.121379571,-2.06E-05,-0.202491041,-0.282034314,-2.157944622
1,1.14544583,-0.156887645,1.073821784,0.260627382,-0.057156475,-0.608132999,-0.511751409,-0.599526992,0.81409469,-1.566479564
0,-1.26853608,-0.69868733,0.590840501,-0.903255656,0.388975897,0.637341446,-0.001638781,-0.902170547,0.207984004,-1.214637043
1,1.619517831,1.821755716,-1.100059457,2.065027868,-1.154015072,-0.541514744,0.06452098,1.434000127,0.335872197,0.924592217
0,-0.665119877,-0.306440845,0.451100736,-0.660692316,2.168657689,-0.399071514,0.854964266,-1.515751927,0.683664358,-0.090782064
0,0.49266674,-0.241759435,0.705286003,0.162982387,-1.167056801,-0.502732678,0.11705878,-1.210377429,-0.48992237,0.352961804
0,0.31355492,-0.198293104,-0.164049131,-0.999176314,-0.194016629,-0.263778531,-0.325580776,0.994533025,0.690491543,-0.252952524
0,1.789382664,3.19205967,-1.031961782,1.836236798,-1.380119309,-0.460445673,-1.099235601,0.81693635,-0.654097162,1.591635659
1,0.595077624,-0.179280421,1.086137463,-1.253900794,1.721311104,-0.543395364,0.373555064,-0.886514207,0.898886559,-1.250898629
0,-0.216244997,-0.25512029,-1.508700778,-0.758486406,-0.333055656,-0.448720569,-1.154224754,1.179656082,-0.46642883,1.397386261
1,2.151278786,2.384785005,-1.464282313,1.563619538,0.608832962,-0.64831503,1.5058235,1.722601945,0.604273358,0.808011119
0,-0.437467865,0.321410629,1.24860179,-0.891333602,0.994521932,1.352293517,0.615275004,-0.855715236,0.678568056,-0.595944344
1,1.860936134,1.375235959,-0.92366742,-0.214387044,-1.313396211,-0.35836977,-0.079477702,1.354160789,-1.082907667,1.620991122
0,0.107467363,0.295304525,-1.370520298,-0.236845866,0.692999742,-0.334945304,0.535952191,1.684299881,-0.57712838,0.55167128
0,-1.091569984,0.491986779,-1.337644956,0.271399499,-2.110391778,0.294749008,-1.86242472,1.362782603,-0.174800625,0.322523505
0,-0.420083759,-0.499073624,0.585315283,-0.673148165,0.267352293,-0.722246085,0.800366645,-0.880157332,0.504402915,1.120912022
0,-0.337316163,-0.17859904,-0.475760262,1.455574922,-0.924383879,-0.300439651,1.286524264,0.848537032,-2.911687299,0.837798403
1,-0.415302846,0.518539634,-0.053560846,-0.671054674,1.930574173,1.694554025,-1.351142106,-0.88064316,-0.337401352,-0.236611937
0,-1.104702256,-0.993529409,1.474369214,-0.271939575,-1.011625827,0.022932533,0.059988823,-0.271867501,0.300073544,-1.568500703
0,0.221569949,0.506375507,-0.386021114,0.74884613,-0.371022862,-0.444409066,0.244757498,-0.436177235,-1.477122264,1.793576002
0,-0.742821896,-0.747042644,1.237305576,0.72973659,-0.024110817,0.286010965,-0.311230278,-1.473095608,0.70655125,-0.950244518
1,-0.951659268,0.506375507,-1.495287859,0.395494628,-0.06715492,0.252957014,-1.232246061,0.94281542,-0.64791856,0.418906833
0,-0.560634245,0.798552418,-0.74633089,0.846571928,-0.688507131,0.338731601,0.002267094,1.999386393,-0.760986194,0.536420466
0,-1.410062167,-0.725961639,0.73904394,-0.580908143,-0.15095569,-0.173105289,-0.033311787,-0.997658086,0.072681438,0.510661474
0,-0.455346992,-0.828898522,-0.441232916,1.169208263,-1.653898853,-0.383181395,-1.500252288,0.215819398,-0.206499743,-1.949886835
1,-0.01548371,-0.241759435,-0.192770448,-0.257940037,0.84273525,-0.503000494,0.50735421,-0.585750848,-0.094584196,1.505139276
0,-0.770934589,0.087112524,-1.634795723,0.586565813,-1.200274311,-0.587801693,-1.022055427,0.757107828,-1.178536572,0.944720099
0,0.443062503,-0.466317837,0.237738351,-0.439637341,-0.929918956,-0.604116535,0.512000935,-0.832353948,-0.771849918,0.648416079
1,-0.179093424,-0.584849594,0.068353309,0.286052987,-0.729339618,-0.315720469,1.830596547,-0.170430201,-0.308194541,0.943931023
0,1.087375073,-0.579708359,-0.228900009,-0.631077773,-0.437812324,-0.597500554,0.79791506,0.964385606,0.068963928,-0.413486933
1,1.579673747,0.001262936,-0.926613678,-0.938312045,0.261676783,0.348268809,0.70409204,1.366082983,-0.161212331,-0.269805698
1,0.975514303,-0.216649952,0.599867468,0.03578617,0.806708392,-0.599696101,0.081008472,-0.576817219,1.219356516,0.037961841
1,0.141840043,-0.619231342,0.984403986,-1.264504779,1.697765555,-0.394755955,0.386586746,-0.916936707,0.484530511,-0.334520721
0,1.207911285,-1.094334018,0.993992482,0.389065896,-0.073101086,-0.524111985,-0.483205156,-1.427780633,0.68929277,1.85888199
1,1.968495258,2.361841428,-0.987500966,1.518462804,-0.65647127,-0.477593528,-0.040102144,1.611459368,-0.779010667,1.014013657
1,0.955569521,-1.117441793,-0.512916755,0.788930873,-0.473605952,-0.554811666,-0.706205988,-0.687873403,0.101131134,0.6093106
0,-0.731825094,-0.223361918,0.336387028,-0.808368655,-0.196741111,-0.151701813,0.517045898,-0.312015847,-0.631565238,-0.797817102
0,0.018254254,-0.76627936,-0.225362645,0.492527128,-0.398753664,-0.387833659,-0.989753009,-0.164704727,-0.228783516,1.217405242
0,-0.65455492,2.290577875,2.835234105,1.571487296,1.251476294,4.175103256,-1.324092043,0.080841943,0.973596046,-2.399618681
0,-1.192593642,-0.408862714,-1.421443819,-0.101377113,-1.702967605,-0.144226491,-1.70936535,1.826254283,-0.520144883,0.812611974
0,-0.491149488,1.011579763,-0.05064106,-0.072136962,-0.143139508,-0.544312407,-1.308279026,-0.779549849,0.946344598,0.679099037
0,-0.52520959,0.531955468,-0.514473118,3.059193696,0.617230306,0.544468796,-0.053485301,2.276001001,-3.945948725,0.610951122
0,0.287281309,-1.038424024,1.10521273,0.483986538,0.699077034,-0.3069472,0.474451124,-1.382272098,-0.116203112,-0.177064
0,-0.097057185,0.115266064,1.32890117,-1.280632396,1.254230566,-0.462289879,0.494219367,-1.175177265,0.827159374,-1.569037426
0,-0.057877958,0.851704998,-1.377908613,3.17785605,-4.3713796,0.026491393,1.26033411,2.211587559,-0.795987833,-0.758496161
0,-1.595473285,-0.133123554,0.328478023,-0.274353238,-0.443156803,0.706037331,-0.940390647,-0.641359527,-0.306860574,0.278247495
1,1.027173657,-0.16997988,-0.895085619,-0.574008061,0.041607508,-0.524150346,0.52765933,0.164540937,-0.598876712,-1.047282815
1,0.099871095,-0.739933763,0.888639975,-1.166574918,1.44299913,-0.226011908,0.175944521,-0.757874752,0.520677459,0.137061762
1,-0.878343859,-0.237194761,0.576458284,0.594603843,0.093645812,0.166097205,-0.188678525,0.187111237,-0.628986344,0.670073631
1,-0.113047725,-0.29743029,-0.252087469,-0.143104373,1.193165218,-0.184415553,0.42229747,-0.500135021,-0.067862381,1.230852905
1,-0.406376268,-0.187604192,-0.323214058,-0.045680295,2.149082399,1.02357023,-0.256879071,-0.423825015,-0.086329656,0.232968349
1,0.329868168,-0.158572111,-1.183610982,-0.268306832,-0.248389969,-0.212267417,0.340328542,1.844647192,-0.775035015,1.292305384
1,-0.152667264,1.676287195,-1.106281881,0.242129648,-0.090426732,0.008091697,-2.225523188,0.642150739,-0.950473388,0.754603299
1,-0.946326648,-0.53781534,1.10145614,-0.618156424,0.562388085,-0.042238924,0.798532337,-1.076288877,1.783261365,-0.343204134
1,0.080300077,-0.540396731,0.973620575,-0.350961658,1.511018288,-0.276839723,0.733332125,-1.569513864,1.433718582,-0.610278368
1,-0.209280756,-0.496527008,1.906713632,-1.070179523,1.618660366,-0.34763726,0.029175399,-1.27463192,0.682924778,-0.2804022
1,1.196761406,-0.034711478,-1.011798982,-0.022848454,-0.673444616,-0.43727278,-0.240157789,0.35617175,0.837604563,0.647518532
1,-0.238161075,-1.039988377,0.128808911,-0.638275674,-0.228680199,-0.514858217,-0.041617049,0.008061797,-0.144036855,-1.890383416
1,-0.394391528,-1.15048746,0.184348967,-0.603098402,-0.23523582,-0.51432632,-0.066397308,0.015989012,-0.14282069,-1.914292366
1,0.71748815,-0.369525387,-0.395375873,-0.890057102,-0.150244755,-0.409758808,0.835271586,-0.236510731,-0.537523075,-1.070159958
1,0.062749863,-0.869901209,0.469246478,-1.261460822,-0.693386421,-0.264919865,1.18845939,-0.930683034,-0.38348134,-1.301392292
1,-0.170894575,-0.419750836,-1.039787084,0.033764745,-0.065286869,-0.159160523,0.275853618,1.756339237,-0.318294411,0.902256318
1,0.014629979,-0.633976802,-0.908832741,0.004385332,-0.775809949,-0.40801176,-0.183500822,1.392139798,-0.257367795,1.285083422
1,1.741838236,-0.561779095,-1.453320085,1.261817053,0.110201744,-0.497111216,-0.365224765,2.91085123,0.423013277,0.984883467
1,0.459406554,-0.740413723,-0.304521948,-0.460261986,-0.755571259,-0.580777291,0.133418163,-0.216780046,-0.258535092,-1.826444503
1,1.355297923,0.113091472,-1.004207204,0.266807285,-1.154542404,-0.570135142,0.095927606,-0.081375983,-1.10921897,0.78215862
1,-0.281373689,-0.61329579,1.362735789,-0.48947367,1.214616952,-0.250515985,0.514365163,-1.5965066,1.315749812,-0.66947224
1,1.057147071,-0.159583291,0.958068259,-0.003632034,0.26720981,-0.567364161,-0.542595286,-0.575308761,0.573803188,-1.178716699
1,-0.279132525,1.677450328,-1.850527746,0.683866393,1.716847966,0.343292282,-1.679804661,0.535529759,-1.246215876,1.265908053
1,-0.807781039,-0.029863292,-1.034767904,0.993752866,-0.130134053,0.115320769,-0.370310574,0.902620339,-0.070999478,0.263422124
1,-0.832375151,-0.28286883,0.1833248,0.857254575,0.007086604,0.119961472,-0.0559544,0.400746774,-0.343720683,0.505318401
1,-0.526588737,-0.233376472,0.257696905,0.251179517,0.400046294,-0.111784851,0.101370929,-0.129907671,-0.415950723,1.010114827
1,-0.844361109,-0.228164482,0.537768655,0.567717449,0.124810653,0.131447979,-0.151043474,0.153506422,-0.615755847,0.702340329
1,-0.619533954,0.009260951,-0.420620092,1.182425891,-0.343856155,-0.057465504,0.220997115,1.53945809,-0.34749769,0.388227106
1,-0.643392637,-0.105947479,-0.500186579,1.246935263,-0.297222839,-0.036651974,0.225896133,1.356130016,-0.158951419,0.323554284
1,-0.310930737,-0.927048613,-0.395382326,0.535724463,-1.143207476,-0.477069491,-1.484864229,0.659520944,0.149190874,1.273478401
1,0.931627973,-0.235329021,0.623255084,0.015407859,0.851382525,-0.583668848,0.114403326,-0.6365412,1.226911763,-0.000951053
1,0.609285794,-0.581091359,-0.327162227,-0.574872413,-0.585602898,-0.563688401,0.152800236,-0.163205594,-0.245633557,-1.767508786
