Label,log.sigma.2.mm.3D_glcm_ClusterShade,log.sigma.3.mm.3D_glrlm_LongRunHighGrayLevelEmphasis,log.sigma.1.mm.3D_glcm_Imc1,log.sigma.3.mm.3D_firstorder_Skewness,wavelet.HLL_glszm_ZonePercentage,wavelet.LHL_glcm_Correlation,wavelet.HLL_firstorder_Skewness,wavelet.HLL_firstorder_90Percentile,wavelet.HLH_glcm_InverseVariance,wavelet.LLH_glcm_Correlation
0,0.330625451,-0.473715044,0.335083395,0.827859741,0.081765667,-0.852921656,-1.109047462,-0.70485705,-1.26794274,0.069354237
1,0.084820795,-0.271530624,-0.287707975,-0.264426137,-0.512238648,0.137646342,0.031987324,-0.0319017,-0.288056454,1.117847581
1,-0.518514856,2.122111016,-2.585407806,-0.720074209,-1.30548146,0.7318386,-0.215025457,-0.605283307,0.67094954,1.244605302
0,0.331110376,-0.482079991,1.045490939,0.225779381,0.843295181,-0.24025121,3.144514089,0.715833047,-0.759489268,-0.713701467
0,0.092192377,-0.330463067,1.358684513,0.917392975,1.445923675,0.00448035,0.430292197,1.102385476,0.189266904,-0.508045093
1,-0.066445958,0.538898776,-2.363980937,-1.075810018,-1.18932122,0.064415986,-1.461500478,-0.389490251,0.458080154,0.27928353
1,0.318516763,-0.333577217,0.40080277,-0.250177083,-0.631627782,-0.879756799,-0.324266794,-0.070384984,0.291224288,-0.940737891
0,0.092958888,-0.310013021,1.272701605,0.114021198,-0.111886098,-0.151133619,3.386629609,0.073784241,1.592000959,-0.160335619
1,0.085398405,-0.223557956,0.509328377,-0.295019528,-0.702793642,0.25537966,-1.394445035,-0.728407515,0.090002866,-0.062024832
0,0.3312134,-0.509411422,1.065669175,0.004996161,1.49692343,0.087698448,1.455527067,2.910174857,-0.912118765,-0.220401756
1,-3.815631715,6.803362774,-2.686743573,-0.50300918,-1.262584015,3.755787728,-0.969574251,-0.515982821,0.613878801,3.577677823
0,0.330828347,-0.501655304,1.007767404,0.442331311,0.730320891,-0.443583771,1.271435781,2.061857349,0.2353891,0.175577821
1,0.315593144,-0.357693148,0.180238796,-0.180555498,0.429549074,-0.750548238,-0.399184911,-0.234556796,-0.238536913,-0.073639776
0,0.091345643,-0.332865945,-1.942699444,0.167106864,-0.290059473,-0.232060589,-0.885075516,-0.254786144,-1.261835053,1.425523329
0,0.330271434,-0.456301444,0.828724141,0.05705287,-0.045138797,-0.728014876,1.846838058,0.568327376,0.087891744,-1.214412996
1,0.024564136,0.005949904,-0.786631473,-1.122220284,-0.293430465,0.981825063,-0.517000644,-0.904443204,0.420214921,0.639830415
0,0.093694346,-0.281516322,0.782709274,1.400841354,-0.258599841,0.075341269,-0.190966184,-0.044939976,0.150750345,-1.01597568
0,0.095205663,-0.330056278,0.869849857,1.499747365,2.165191394,-0.78375152,0.464247566,1.283541823,-1.759275821,-0.442550427
0,0.331046683,-0.442263862,1.006151515,0.128262614,0.367207136,0.071024851,0.196273724,0.322760922,-0.57399119,-0.627655204
0,0.334052109,-0.479848628,0.583922991,1.180472186,0.668602887,-0.905214949,-0.173502569,-0.273503357,-0.976589158,-0.114346778
1,0.114499681,-0.24889519,-1.090152663,-0.348160872,-0.318385397,0.469089704,-0.492028619,-1.011132425,0.311016756,0.710832624
0,0.321047944,-0.424521598,0.841935867,-0.693065668,-0.333969427,0.284299982,1.00330517,1.317605504,-0.252290236,-0.317537273
1,0.060545126,0.087190699,-0.63792974,-0.08482129,-1.169649651,-0.663432783,0.178095854,-0.439768749,0.449957739,-0.239990637
0,0.331216986,-0.428341657,0.409904824,0.370419546,0.234212151,-0.364171402,0.268630108,1.115522054,-0.75889629,-0.06318458
0,0.092787867,-0.357050165,-0.044309876,2.084730679,5.856527571,-1.436488921,0.058998062,-1.060837725,-8.227864898,0.537789663
0,0.091943239,-0.312568408,1.002349218,1.294516087,0.609792979,-0.703885864,1.110467324,0.694559066,0.424584365,-0.490297515
1,-2.063844324,1.494854787,-1.903130862,-0.324201394,-0.510166056,3.818633903,-1.647277722,-2.194899867,1.032145838,3.774590068
1,0.04000213,0.213947818,-0.169554792,-1.394700996,-0.262392511,-0.460844095,0.182878074,0.027722945,0.330027921,-0.342981927
0,0.092173046,-0.290540284,0.217635518,-0.53130454,-0.574171102,-0.142773883,-1.337740827,0.569408894,-0.535354389,1.027405713
0,0.332090619,-0.461032429,0.690592276,1.527497702,0.248282007,0.162741216,0.942236638,1.264512712,-0.805601862,-0.328690303
