"Feature","icc_matrix"
"original_shape_Elongation",0.963167983379715
"original_shape_Flatness",0.939093838805018
"original_shape_LeastAxisLength",0.956274938101559
"original_shape_MajorAxisLength",0.987978544649343
"original_shape_Maximum2DDiameterColumn",0.991946105437873
"original_shape_Maximum2DDiameterRow",0.98157996312985
"original_shape_Maximum2DDiameterSlice",0.992704701616422
"original_shape_Maximum3DDiameter",0.991266651176849
"original_shape_MeshVolume",0.999475199626174
"original_shape_MinorAxisLength",0.984932302698436
"original_shape_Sphericity",0.976167110035225
"original_shape_SurfaceArea",0.998318793896447
"original_shape_SurfaceVolumeRatio",0.80873060930326
"original_shape_VoxelVolume",0.999473474524229
"original_firstorder_10Percentile",0.992968479281354
"original_firstorder_90Percentile",0.999512153325256
"original_firstorder_Energy",0.999466146061453
"original_firstorder_Entropy",0.991788810531206
"original_firstorder_InterquartileRange",0.998818318835989
"original_firstorder_Kurtosis",0.956980000314029
"original_firstorder_Maximum",0.999999589382036
"original_firstorder_MeanAbsoluteDeviation",0.998745660861798
"original_firstorder_Mean",0.997787520053723
"original_firstorder_Median",0.997064257768367
"original_firstorder_Minimum",0.978876515434732
"original_firstorder_Range",0.997556427313417
"original_firstorder_RobustMeanAbsoluteDeviation",0.998864885294602
"original_firstorder_RootMeanSquared",0.997787763021253
"original_firstorder_Skewness",0.915213397344737
"original_firstorder_TotalEnergy",0.999471465979573
"original_firstorder_Uniformity",0.980221681899364
"original_firstorder_Variance",0.999886172585651
"original_glcm_Autocorrelation",0.999698270633277
"original_glcm_ClusterProminence",0.999999174845226
"original_glcm_ClusterShade",0.999953089382063
"original_glcm_ClusterTendency",0.99984655296793
"original_glcm_Contrast",0.999713865099857
"original_glcm_Correlation",0.933674971645305
"original_glcm_DifferenceAverage",0.998220773756827
"original_glcm_DifferenceEntropy",0.989153695517585
"original_glcm_DifferenceVariance",0.999162356467877
"original_glcm_Id",0.993889682909936
"original_glcm_Idm",0.994666198588333
"original_glcm_Idmn",0.942790555861192
"original_glcm_Idn",0.963751068153472
"original_glcm_Imc1",0.876502039447847
"original_glcm_Imc2",0.958440759535456
"original_glcm_InverseVariance",0.972693617795409
"original_glcm_JointAverage",0.99725603122155
"original_glcm_JointEnergy",0.968001944546517
"original_glcm_JointEntropy",0.988685276842473
"original_glcm_MCC",0.94425566788325
"original_glcm_MaximumProbability",0.976276074395184
