Label,wavelet.LHL_gldm_DependenceEntropy,log.sigma.1.mm.3D_firstorder_Minimum,wavelet.HHL_glszm_GrayLevelNonUniformityNormalized,wavelet.HHL_ngtdm_Contrast,wavelet.HHL_glrlm_ShortRunLowGrayLevelEmphasis,wavelet.HLH_glrlm_LowGrayLevelRunEmphasis,wavelet.HLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet.HHH_gldm_DependenceVariance,wavelet.LHH_gldm_LowGrayLevelEmphasis,wavelet.LHL_ngtdm_Contrast
0,-0.8226625458827443,0.7739990307685809,-0.4663971924617281,-0.2583874431920488,1.4260794794246237,0.1217749033185648,0.0725860153011623,2.1638971269148217,0.4287629543934954,0.2153783878309847
0,0.0496615148633598,0.4708849352195568,0.6116122732877401,-0.5689742908643051,-0.6577514494102518,0.1266248906196425,0.4378873173546799,0.7516700515308891,0.2074899351782188,-0.909241547714023
1,0.5508595771479544,-0.0239093236276536,-1.0240525981516515,-0.731977630007799,-0.9869987367309344,0.1481178880831465,0.2055763698690115,0.1956215714956389,-0.343367902247757,-0.0705093290927702
1,0.9554422350690812,-2.101173775711676,-1.1034027767818115,-0.813613015791546,-0.7351203689234492,-0.044315224697802,0.7460667009895108,-0.9733303530045074,-0.2279779809411734,-0.8942706963678405
1,-0.4117554931960975,0.6564911340609058,1.2853681854396857,1.944881162647229,1.3072437423184138,0.4868344766715494,-0.5282228015625406,-0.4350907478310538,0.0673131668749994,-0.4044666534360204
0,-1.0997862095988895,0.8937935855354674,1.2853681854396857,1.9462966513779816,1.397924460472101,0.0805789383254383,-0.0740483250937819,0.0744910192158437,0.2414269744737283,-0.728069294938029
0,-0.1530766031811577,0.399879592379518,-0.2347587905194491,-0.5827062983576812,-0.5270259547173333,0.1766302603762918,-0.4948537678884832,0.3663494048701289,0.2088726077800249,0.3999373820336387
0,-0.5333739697174971,0.811720792246491,0.1126988018833777,-0.8114250872217421,-0.7534620230355552,0.0898828692357424,-0.0805352688500695,-0.4788655985437464,0.2613692807664164,-0.6495390053627959
0,0.9715465631423644,-1.8819478781609724,0.1838581180182966,-0.1192838388264021,-0.2576897147367024,0.2041610913684116,0.6380194908129699,-0.0583026283522656,-0.034527503307657,-0.3371112792219682
1,0.4178921473962403,-1.3270067153351277,0.1056078308243525,-0.7790057607008991,-0.7049616295754118,-0.0013391394834885,0.8495597705006076,-0.5058161159084557,-0.5103519477658196,-0.6764746908476652
