Label,log.sigma.2.mm.3D_glcm_ClusterShade,log.sigma.1.mm.3D_glcm_Imc1,log.sigma.1.mm.3D_glcm_MCC,wavelet.LLH_glszm_GrayLevelVariance,log.sigma.3.mm.3D_firstorder_Skewness,wavelet.HLL_glszm_ZonePercentage,wavelet.HLL_firstorder_Skewness,wavelet.LHL_glcm_Correlation,wavelet.LLH_glrlm_GrayLevelNonUniformityNormalized,log.sigma.2.mm.3D_glcm_Imc1
1,0.114499681,-1.090152663,1.314793714,1.775547875,-0.348160872,-0.318385397,-0.492028619,0.469089704,-1.722292589,0.392589686
1,0.072955576,0.713730651,-0.473425961,-0.683862824,-1.455234165,-0.531003131,0.038038865,0.639221402,0.19831816,-0.4282515
0,0.096136705,-0.120875797,-0.228936046,-0.886501593,3.385546348,2.32804446,-1.033145472,-0.988324804,0.63559954,1.025034909
0,0.329610878,0.562763015,-0.573261465,-0.718436402,0.701234619,0.161336821,-1.469486535,0.238363586,0.599366251,0.774311093
0,0.328167165,0.858324846,-0.815395866,-0.347437836,0.373607561,0.199181627,2.543336175,-0.984982689,0.386188271,0.643157167
1,0.080955352,-0.000492362,0.000648408,-0.748321765,-0.477335063,-0.484049665,0.038916637,-0.080106614,2.963808088,0.082966173
0,0.330271434,0.828724141,-0.963548044,0.191700065,0.05705287,-0.045138797,1.846838058,-0.728014876,0.043362982,-0.069956246
0,0.332364176,0.124978666,-0.446345729,-1.083820823,3.698730334,1.649785356,-0.4046019,0.362988257,0.864447874,1.773049394
0,0.33143469,0.467917161,-0.429276395,-0.437550125,0.780151343,0.189066156,-0.599919702,-0.832953484,1.059232052,0.8551001
0,0.090866948,0.695647699,-0.436261871,-0.114029303,0.118641535,-0.19141083,-0.020217965,-0.195868695,0.473936126,-0.404289959
1,0.080973362,0.002041584,-0.038711935,-0.625063194,-0.206931617,-0.184062526,0.161189417,-0.120600054,1.075267221,0.383779856
0,0.321047944,0.841935867,-0.730681965,-0.872493399,-0.693065668,-0.333969427,1.00330517,0.284299982,1.069031461,-0.229225722
1,-3.815631715,-2.686743573,2.759093319,5.007073501,-0.50300918,-1.262584015,-0.969574251,3.755787728,-2.931641397,-0.011795255
0,0.335804351,0.30448303,-0.37062241,-0.357248998,1.284041216,1.359494689,0.222711938,-0.630268127,1.064494556,0.243638912
0,0.331050476,0.846767933,-0.59586366,-0.331603612,0.466155766,0.560017132,-0.481269399,0.026140217,0.382463696,0.551616301
0,0.091323112,0.706808745,-0.773338892,-0.938920932,0.731471906,0.712197048,1.056968584,0.70741333,-0.146957872,0.988562641
1,-0.389508132,-2.750243593,2.245708854,0.942553669,-0.595786741,-1.482590116,-0.502933787,1.320913305,-0.519896119,-1.988720478
0,0.179730178,-1.533533519,1.572215871,0.088023734,-0.012136293,-1.114385045,-0.014653178,0.413892071,0.303359638,0.060369231
0,0.092192377,1.358684513,-1.578127831,-1.092880546,0.917392975,1.445923675,0.430292197,0.00448035,1.575425679,1.729809934
0,0.306189151,-0.669286852,0.729587594,-0.552970484,-0.364361533,-0.77955712,0.009790317,-0.052183261,-0.251782693,0.125985449
0,0.089447809,-0.13781357,-0.223015581,-0.560536105,-0.510904846,-0.312149204,0.272950385,-0.390580533,0.143625384,0.25873411
1,0.111032068,-2.088682382,1.889859485,0.842244227,-0.513887416,-1.363612129,-1.08527966,0.270368377,-1.283345243,-0.591555124
1,-0.002363542,-0.587728935,0.910976914,-0.01430408,-1.121684215,-0.73031036,-0.24696022,0.110981817,0.329184367,0.278463994
0,0.323102171,0.625349171,-0.441202953,-0.488007701,-0.049971348,0.398114739,2.771330509,-0.653777345,-0.327427929,0.499681967
0,0.293207435,-0.258767265,0.455173398,0.019399742,-0.655800022,-0.703408553,-0.366444362,-0.220443997,-0.080425874,-0.554937516
1,-0.081237623,-1.142770672,1.330059169,-0.042119777,0.271890138,-0.287184219,0.266219609,0.918557403,-0.279879589,0.233046474
1,0.079267599,1.109911783,-0.987011534,-0.026724429,-1.656917746,0.168185092,2.023322697,-0.545218113,0.640377831,-0.680699449
1,0.060545126,-0.63792974,0.770718848,0.143763609,-0.08482129,-1.169649651,0.178095854,-0.663432783,-0.043081856,-0.88526883
0,-0.174488286,-0.810006945,1.060118057,-0.074456449,-0.219349684,-0.624695505,-0.477596326,1.412412086,0.029743384,0.668263277
1,0.09124828,-0.421026283,-0.258548628,-0.663012173,-0.700115133,-0.831282998,-1.137577202,-0.802968544,0.61124264,0.251347676
0,0.089376359,0.56596295,-0.588185589,0.407401926,0.434581075,0.325489827,0.487836994,0.115055722,-0.812247057,0.490453204
1,0.092166254,0.611782415,-0.750461279,0.117751442,0.190907762,0.508780093,-0.070042041,1.275125907,-0.025224527,0.48925366
0,0.086174041,0.125583252,-0.035242704,-0.219918878,0.367063634,-0.527978572,-1.035511022,-0.22066387,0.812730799,0.479920287
0,0.005788136,-0.639686728,0.888715139,0.064672476,-0.575704823,-1.339150533,0.203291923,-0.442718246,-0.178420524,0.025925214
0,0.08703746,0.214890621,-0.208973898,-0.630673463,0.148343855,0.282470776,1.099693227,-0.418501299,0.518974808,0.613519497
0,0.330797013,0.997699663,-1.058940853,-0.126355311,0.097318228,0.4655558,0.136074206,0.043399914,0.077470513,0.474030411
0,0.306110838,-0.736506305,0.588893989,0.424568887,-0.236337825,-0.993452068,-0.440132656,-1.620062856,0.241108523,-0.127406982
0,0.091382165,-0.968592603,0.08259607,-0.621488903,-0.194402318,-0.824362101,-1.045223174,-0.422931082,0.535367906,0.648657939
0,0.331036744,1.151984681,-1.329414844,-0.862635856,0.567946457,0.761918142,-0.097301784,-0.942806847,0.864607623,1.62847682
0,0.329530662,0.738639734,-0.900522229,-0.19495722,0.744127051,-0.272325944,0.132527079,-0.3824096,0.338422436,-0.474914916
0,0.333995681,0.54049535,-0.785109831,-1.590991415,1.789731501,0.802656525,0.108364541,-0.440414309,2.143852827,1.066322983
1,0.093184269,0.723714137,-0.928058893,-0.322492388,0.230150502,-0.347253434,-0.596896795,-0.741924523,0.644529096,0.609394035
0,0.331046683,1.006151515,-1.064513222,-0.707476841,0.128262614,0.367207136,0.196273724,0.071024851,0.34046381,-0.00598629
1,0.092771872,0.442285921,-0.568262811,0.068990393,2.599722019,1.546678723,-0.962956527,-0.039914519,0.115555159,0.705672695
0,0.091066781,0.350132148,-0.28978721,-0.405262243,0.963500061,0.998351907,-0.954765732,-0.147918824,0.237521611,-0.352348933
0,0.094106791,1.30250499,-1.30268315,-0.188550547,0.060150082,0.2674973,1.15363959,-0.52920146,0.722870919,-0.007033645
0,0.091838633,0.67877567,-0.773407771,0.612979526,0.924834846,0.132853772,0.814827315,0.31338761,-0.714112706,0.64512013
1,-2.063191833,-2.018545809,2.131490039,2.932404154,-0.078460342,-0.805579619,-0.357536125,5.157072262,-3.096887723,-0.657807634
0,0.328022902,0.036271552,0.03683645,-0.56125132,-1.497443293,1.522108608,-0.052460028,-0.719234936,0.315372098,-0.363251458
0,0.331343611,0.288031843,-0.684958528,-0.032033572,-0.194098208,-0.063846311,-0.381237267,0.300926946,0.81971659,1.09505972
0,0.332100063,0.805905834,-0.751022333,-0.719738981,1.574735562,1.816626111,-0.18877174,-0.870370043,0.304419338,1.027116113
0,0.330805105,0.905422416,-0.977681511,-0.387167846,-0.489853243,-0.207303693,1.511812493,-0.346509365,-0.041789165,1.034810055
0,0.322422673,0.82169835,-0.873059758,-0.719311546,-0.944279557,-0.334332365,-1.551495391,-0.671812626,1.027293974,0.048926851
1,0.089213462,0.161604816,-0.054579667,0.240768374,0.430910589,-0.106042837,0.560641732,-0.31036873,-0.540927201,1.276734862
0,0.317708787,0.214811448,0.03107131,-0.128315885,-0.256807447,-0.52762692,0.122497436,-0.359562588,-0.558518851,0.595100003
1,0.079880287,0.036711715,0.118343063,0.12327838,-0.149694558,-0.712009019,-0.491012985,-0.580926823,0.14890194,-1.290430416
0,-0.004808768,-1.175458343,1.324637726,-0.276657709,-0.890657748,-0.89864267,-0.769093602,-0.095005617,0.582867096,-0.532860614
0,0.094040608,0.878593338,-1.078596131,0.063619778,0.458085229,-0.319677083,1.379265899,0.188442285,0.161928762,-0.02580899
1,0.07768814,0.210797906,-0.000115325,-0.190184078,-0.659994196,0.549567485,-0.550902525,-0.201596956,-0.077435399,0.33806763
0,0.334052109,0.583922991,-0.683605581,-1.279735064,1.180472186,0.668602887,-0.173502569,-0.905214949,1.205498815,0.85618239
0,0.331216986,0.409904824,-0.394345918,-0.1494643,0.370419546,0.234212151,0.268630108,-0.364171402,0.66208723,0.414187038
0,0.092173046,0.217635518,-0.637349413,-0.176539306,-0.53130454,-0.574171102,-1.337740827,-0.142773883,0.895816567,0.629147278
1,4.51E-05,-1.053994197,1.064056895,0.093624134,-0.580990405,-1.381174259,-0.800794517,-0.042106355,-0.191408247,-0.501661786
0,0.052425469,-0.007977014,0.288323278,0.271922581,-0.541107655,-0.551667637,0.139224163,-0.113998646,-0.557266129,0.025821923
1,-0.022119929,-0.84507699,1.113431409,0.296850805,-1.7088884,-0.729974243,-0.464014261,0.179471832,-1.429515013,-0.244058752
1,-0.392825418,-2.055881722,2.247822063,1.756292645,-1.375242274,-1.081510442,-0.412741517,1.945826094,-1.855612182,-0.152083388
1,0.085617776,0.48255808,-0.656473847,0.781732343,0.225421143,-0.616563017,-0.282509615,-0.643004355,-0.451281833,-0.059741238
0,0.091714974,1.316711679,-1.317764389,-0.704410052,-0.989491065,1.017906688,2.763300887,0.787684196,0.264004366,1.413093294
0,0.086349309,0.923491898,-0.732730863,0.699356469,0.238683634,0.36492476,-0.703591192,0.028203217,-0.903386161,0.42838353
1,-0.799329126,-2.306434025,2.390290153,1.584686641,-0.341143222,-0.881923866,-0.320796278,1.515678506,-1.54064718,-0.168649097
0,0.031861988,-0.672749968,0.830529531,0.244504756,-0.359232554,-1.473278539,0.484504126,0.165099911,-0.817272039,0.560410941
0,0.076278861,0.338457832,-0.128570877,-0.057489974,0.376329305,-0.31615052,-0.040154768,-0.423228709,0.052424427,0.856242366
1,-0.05891284,-0.772140817,1.057959886,0.53834338,-1.974528466,-0.761684185,0.241597736,-0.341846972,-1.335836992,-1.764353481
0,0.093092715,1.282066424,-1.299785062,-0.056873407,0.387764193,0.771589071,-0.308109554,-0.083449455,0.62237697,-0.278651091
1,-1.138378976,-1.256970745,1.52098774,2.813702715,-0.248341118,-0.397594197,-0.699315906,2.638577018,-2.585509871,-0.159398724
0,0.080089084,0.899038525,-0.710426253,0.192998147,-2.034010676,-0.611103173,-0.824128751,-0.224958177,0.470119514,-1.675289011
0,0.07218278,-0.383995176,0.420388164,-0.117220616,0.315499528,-0.435012229,-0.238415216,-1.130584097,-0.29678042,0.383257693
0,0.314737473,-0.332335249,0.383410779,-0.147186788,0.047906871,-0.724317934,-0.223132369,-0.556433143,0.813749713,-0.0160798
0,-2.216932091,-1.297183584,1.686895343,4.684128375,-0.400488898,0.409963653,0.289926359,2.697064569,-3.66852543,-0.727052075
1,0.28996072,-0.455216182,0.674291747,0.440513981,-0.522450217,-0.855549453,-0.102124611,-0.650983178,0.042191376,-3.211600561
0,0.086871485,0.316603208,-0.272008518,-0.86749008,0.09505955,-0.787564846,-0.151871986,0.06772537,0.522574955,-0.03993016
1,0.039933194,-1.820938234,2.28222352,2.723731641,0.848646731,-1.386564201,-0.412850783,3.054484162,-1.687468501,0.363604459
0,0.331005154,0.594550647,-0.392577203,0.027752871,0.953731678,-0.160183924,1.235556916,-0.662647779,0.204515862,-0.37287473
1,-1.049892138,-1.462597816,1.756781879,1.729593943,-0.325107929,0.198734729,-1.184606168,2.487662873,-2.15768518,-0.163622529
0,0.311334822,-0.044690503,0.170472542,-0.608115175,-0.791169749,-0.708262171,-0.417964721,-0.444238566,0.957109708,-0.448142848
0,0.093202546,0.988027719,-1.12694163,-0.92473492,1.125973714,2.304800168,0.444663194,0.713868051,0.801869397,1.285167766
0,0.088041698,0.460679838,-0.471098582,-0.284923117,0.133358451,0.289244494,0.09949224,-0.716361138,-0.199448549,-0.257998923
0,0.096437484,0.538566835,-0.390259168,0.225051974,1.685341494,1.740658245,-1.079688762,0.379903401,-1.239086127,0.561904991
1,0.330723272,-0.126526032,-0.369675383,-0.742426856,1.154073523,-0.312579582,-2.082022199,-0.960170281,0.702489202,1.107320033
0,0.330900417,0.986043562,-1.08199153,-0.671935425,1.332586576,0.881199774,-0.613546271,-0.205207947,0.66132423,0.36716713
0,0.088046163,-0.190100208,0.155606938,-0.760372173,0.533595247,0.130934241,-1.736740959,0.750954333,-1.011440316,0.9364311
0,0.093497859,0.685097105,-0.786318099,-0.778071563,1.161629407,0.724188491,1.550520611,-0.145607173,0.241471567,0.631660293
1,0.09245742,0.856918049,-0.990290323,-1.121665369,0.63229799,1.612477953,0.096176136,-0.161494101,0.950372774,1.447621628
0,0.329968754,0.415735881,-0.51983783,-0.815335025,0.22439348,0.485305061,-0.374602553,0.346369805,0.335625746,1.635405176
0,0.326207079,1.286763219,-1.397502092,-0.260231425,-0.894572501,-0.282389357,-0.778244676,-0.181067936,0.729295487,-1.343385736
0,0.076497645,0.532171284,-0.50554031,-0.321709478,-1.799598378,-0.217729228,-0.208441831,0.054575686,-0.754293797,-0.462917221
1,0.073875595,0.264225576,-0.075924236,-0.105748619,-0.805099833,-1.160837291,-0.932095429,-0.014548255,0.466750266,-1.112081311
0,0.330625451,0.335083395,-0.737128893,-1.047839787,0.827859741,0.081765667,-1.109047462,-0.852921656,1.080963219,0.557061145
0,0.313594025,-0.468463768,0.517223401,-0.662479542,-0.031855217,-0.422976689,-1.108376407,-0.964266068,-0.519371437,-0.423552006
1,0.330387629,-0.079070694,-0.125613983,-0.190107031,0.723059229,-0.336222534,0.531656214,-0.592732692,-0.154824236,1.126307008
0,-0.002520597,-0.893397883,1.001241965,0.045657361,-0.648144442,-0.948008356,-0.385816549,-0.459862264,0.317782883,-0.315235725
1,0.005947229,-1.57653872,1.482071878,0.417470229,-0.124072764,-1.596897449,-0.379919849,1.495902522,-0.15159556,-0.977897675
1,0.04403922,-0.736073471,0.891987143,0.763079405,-0.418264298,-0.970083675,0.039707098,-0.367027624,-0.468792027,-1.494187915
1,0.090328414,0.186619657,0.077734448,0.356723514,0.148695379,-0.671224383,-0.551172155,-0.269876887,0.54328828,-2.560014388
0,0.181185592,-0.889372414,1.307496977,0.66453788,-1.745462918,-0.640720829,1.282993299,0.385659767,-1.338502789,-1.431693476
1,-4.060600715,-1.601194013,2.093363976,0.721211866,-0.793922709,-0.129960364,-0.26669873,4.356745333,-1.868626003,-0.386914164
1,0.279326238,-0.871230829,1.04676697,0.989448985,-0.460987383,-0.505493985,-0.675292661,-0.594679746,-1.044971288,-0.163777322
0,0.323164728,0.742342811,-0.696719336,-0.568173574,-1.337020528,-0.141923862,-0.628760173,-0.462545422,0.818970869,-0.59131102
0,0.327810669,-0.081568801,0.078293847,-0.242641831,0.525388628,-0.614481879,1.619948995,-0.877467923,0.534674581,1.339314662
0,0.092787867,-0.044309876,-0.700107421,-2.017758952,2.084730679,5.856527571,0.058998062,-1.436488921,2.611333545,1.471152196
0,0.329915314,1.120226719,-1.172804566,-0.320216157,0.255729121,0.589119758,1.347375309,0.720648188,-0.171889103,1.163458199
0,0.091003969,0.495593792,-0.540508739,-1.01977539,0.562071042,-0.319387127,1.978511059,0.038161531,0.557196332,0.165832014
0,0.092765558,0.252995995,-0.573775365,-0.858072076,2.488783132,0.524597526,0.085466209,0.472279265,0.53806203,2.154126653
0,0.304000386,-0.160299719,0.356263791,0.267956812,-1.029586565,-0.000671872,1.436907472,-0.919592204,-0.443228275,-0.793541674
0,0.300802922,0.322100932,-0.040850728,0.063601036,-2.178383865,-0.28372491,-0.501245057,-0.384967668,0.467295071,-2.647263033
0,0.093200969,-0.977095954,-0.117330853,0.141871046,2.448085247,2.912980164,-1.298742169,-1.624813966,-0.98503474,0.873537424
0,0.092572708,1.494451668,-1.619105825,-0.434092754,0.749991702,0.888686543,-0.208877301,0.562777357,0.547126458,0.417424428
1,0.024564136,-0.786631473,0.942443022,0.490272864,-1.122220284,-0.293430465,-0.517000644,0.981825063,-0.175753952,0.032890892
1,0.072961369,0.607852341,-0.376706624,-0.512284471,-1.251343573,-0.390556103,0.227580332,0.479267466,0.181570122,-0.650871061
1,0.060683623,-0.627593916,0.761172311,0.142193951,-0.090996473,-1.156274502,0.184985792,-0.656053601,-0.041139573,-0.890102842
1,0.077067314,0.325079473,-0.171215366,0.050681537,-1.044964531,-1.149471845,-0.907230097,-0.004310615,0.446317315,-1.029633298
1,0.082737151,0.564161932,-0.459672668,0.179084233,-1.672781723,-0.95173006,-0.588980395,0.198049109,0.333087857,-0.684730002
1,0.077090084,0.100396762,0.105011996,0.183859323,-0.430359189,-0.722147799,-0.399173094,-0.51600189,0.091404109,-1.518882559
1,0.091518899,-0.922139316,-0.134377142,0.204049244,-0.63025879,-0.69214803,-1.008894613,-0.996182327,0.372886999,0.241048397
1,0.091414889,-0.729540749,-0.182101405,-0.129198497,-0.657107486,-0.745623382,-1.058352681,-0.92192224,0.464496979,0.245006838
1,0.092778555,0.759758669,-0.933127973,-0.292793137,0.211849878,-0.269873001,-0.458255978,-0.684103791,0.665311604,0.614448317
1,0.088882969,0.837227727,-0.710767542,0.072408619,0.147666897,0.321575468,0.814407173,-0.168367496,0.457072285,0.844394896
1,0.246760556,0.765487738,-0.493959279,-0.02889434,-0.897538601,-0.261112777,0.464911964,-0.045329299,0.263202594,-1.333303481
1,0.073075205,0.655282148,-0.421739379,-0.608691459,-1.370698126,-0.612899567,-0.088106312,0.554212667,0.233222003,-0.517168914
1,0.072956025,0.70552375,-0.465928996,-0.670563344,-1.43943008,-0.52011672,0.052730712,0.62682296,0.197019976,-0.445507316
1,0.086243648,0.758817365,-0.667437739,-0.238685655,-0.13298232,0.183495224,0.636950302,-0.09995379,1.543744951,0.477860847
1,0.083543335,0.152770095,-0.195892168,-0.658204296,-0.327611226,-0.455099736,-0.095639362,-0.220165891,2.472983444,0.19437311
1,0.147204487,-0.01949751,-0.061788484,-0.509562038,0.040024345,-0.224468108,0.259565637,-0.245973299,0.748620544,0.580955461
1,0.040007177,-0.287873773,0.428129613,-0.324830407,-0.656599442,-0.4525833,-0.03944599,-0.006760622,0.708512915,0.332009405
1,0.000993425,-0.590407778,0.903492387,-0.005869186,-1.06635457,-0.753754623,-0.224278146,0.069657083,0.309319294,0.216364249
1,0.051553904,-0.812836189,0.319026697,0.168356701,-0.834931727,-0.699205874,-0.6758961,-0.537429264,0.338522936,0.256302407
1,-0.060434042,-1.068696081,1.247987961,-0.014845373,0.219550379,-0.416667114,0.253289336,0.686434237,-0.245134595,0.068957663
1,-0.029859107,-1.398392584,1.4196411,0.228719158,0.038547007,-1.059005477,-0.114553951,1.258790078,-0.2042811,-0.480569618
1,0.080461221,0.334670349,-0.323430962,-0.445416982,-0.64227783,-0.078303123,0.720279367,-0.248088076,0.944695317,0.064178844
1,0.078624034,1.026003795,-0.894840308,-0.023698254,-1.552770257,0.154157536,1.897791095,-0.489522169,0.588280344,-0.746044549
1,0.068550965,-0.358590406,0.500598748,0.135281577,-0.111682455,-0.980160807,-0.098952667,-0.629270696,0.036410184,-1.053028411
1,0.091457828,-0.809053781,-0.162398762,0.008380608,-0.646023181,-0.72354644,-1.037934248,-0.952580021,0.42667641,0.243372622
1,0.086992622,-0.245800343,-0.167496827,-0.647294493,-0.495848745,-0.563217696,-0.599654992,-0.520345661,0.803432002,0.30619834
1,0.09199538,0.637072484,-0.762103196,0.111990673,0.182866601,0.508307427,-0.020591685,1.205966861,0.019589829,0.498017302
1,0.090333137,0.883092099,-0.875354764,0.055950413,0.104642879,0.503709372,0.460457121,0.533193618,0.455540023,0.583269262
1,0.088161671,0.563636038,-0.747782194,0.410486076,0.227011179,-0.526019693,-0.388208268,-0.676261845,-0.082864331,0.165225624
1,0.086897006,0.352132797,-0.470143827,-0.478282802,0.005101678,-0.263228212,-0.206566458,-0.422011319,0.866311467,0.493227751
1,0.09316142,0.708121538,-0.908124303,-0.300802189,0.36143719,-0.242319661,-0.617178424,-0.703029487,0.615221166,0.614728378
1,0.232343465,0.108646403,-0.451780354,-0.406950484,1.751769607,0.456121393,-1.619350138,-0.579695175,0.45982428,0.941260966
1,0.307090666,-0.055821901,-0.118752204,-0.148485292,0.69483823,-0.313987616,0.53445616,-0.565456874,-0.192121043,1.140838051
1,0.122368809,0.128518021,-0.064345089,0.181533905,0.471073637,-0.137686723,0.556656956,-0.349186632,-0.48784781,1.256054837
1,0.074888474,-0.070918983,0.226093385,0.21238753,-0.18709997,-0.747952714,-0.41709623,-0.551135724,0.062871781,-1.318809016
