batch,Label,log.sigma.1.mm.3D_glcm_MCC,wavelet.LHH_glrlm_RunEntropy,log.sigma.1.mm.3D_glcm_Imc1,wavelet.HLH_glcm_Correlation,wavelet.LLH_glszm_GrayLevelVariance,wavelet.HLL_firstorder_90Percentile,log.sigma.2.mm.3D_glcm_Imc1,wavelet.LLH_glcm_Correlation,wavelet.HLL_glszm_ZonePercentage,wavelet.LLH_firstorder_Kurtosis
2,1,-0.413429289,0.091863765,0.34850733,0.386685343,-0.701701934,-0.352216374,-0.365565203,-0.419149972,-0.393260368,0.175512695
2,0,0.923243743,0.77492483,-0.729979558,0.142870086,0.242940241,-0.276456994,-0.137776448,-0.443331563,-0.281213117,0.661224791
2,0,-0.873055417,-0.599690848,0.488265203,0.069238449,-1.050962961,-0.528066246,0.669902451,-1.005724375,0.222899762,-1.50506997
2,0,-1.176998015,0.115163782,1.005487184,0.472795723,-0.188042217,1.227809053,1.140382202,-0.128824864,1.109875427,0.788517333
2,0,-1.358481546,-0.430080942,1.255440638,-0.669098289,0.328442547,1.887848521,1.249392013,-0.593364892,0.702546936,0.17618109
2,0,-0.818004791,-1.192965289,0.690592276,-0.53316227,-0.937762742,1.264512712,0.730459223,-0.328690303,0.248282007,-1.299520647
2,0,-1.180459693,0.021911796,1.045490939,-0.355949059,-0.694105932,0.715833047,0.765736575,-0.713701467,0.843295181,-0.944068061
1,1,-0.086325157,1.212418214,0.289972792,-0.568212133,0.002846996,0.088406678,-1.31924408,-0.114091448,0.031109466,-0.43961353
1,1,-0.473425961,0.321955425,0.713730651,0.105751403,-0.683862824,-0.086907963,-0.4282515,-0.418038877,-0.531003131,-1.325948553
1,0,-1.30268315,0.537395715,1.30250499,-0.404526881,-0.188550547,2.939827847,-0.007033645,-0.351791599,0.2674973,-0.311954296
1,0,-1.317764389,-0.502936352,1.316711679,-0.536968445,-0.704410052,3.060858287,1.413093294,-0.608468759,1.017906688,-0.094503154
1,1,0.712909731,1.709315196,-0.61022437,0.007611059,0.573037767,-0.262220466,-3.271486387,-0.238439684,-1.514695099,-0.149481649
1,1,1.057959886,0.821168556,-0.772140817,-0.107658939,0.53834338,0.04155967,-1.764353481,-0.473975531,-0.761684185,-0.927221492
1,1,-0.750461279,-1.775505337,0.611782415,-0.274218727,0.117751442,-0.174114792,0.48925366,-1.30550549,0.508780093,3.245085717
1,0,0.420388164,-1.22446073,-0.383995176,-0.208579617,-0.117220616,-0.675143977,0.383257693,-0.454709321,-0.435012229,0.165067289
1,0,-0.489265499,0.236354871,0.564457507,-0.249994744,-0.126436379,0.348872689,0.64376551,-0.636012137,-0.136903957,0.701367125
1,0,1.204027338,-0.795980789,-0.898925482,0.145096923,-0.104331138,-1.684304919,0.582451325,0.847019893,-0.795627787,-0.06239645
2,0,0.356263791,0.380509507,-0.160299719,0.034490566,0.267956812,1.335378897,-0.793541674,-0.613353821,-0.000671872,2.082180245
2,0,-0.534227015,0.939396034,0.635017782,-0.299776219,-0.331932228,-0.235031829,-0.353197794,-0.244949173,-0.151730007,-0.506753591
2,0,-0.763773733,1.404478017,0.820176442,0.372481976,-0.750537477,1.49959857,-0.514057179,-0.035939881,0.423739379,-1.662685202
2,0,-0.599270443,0.249202031,0.823337837,0.191774457,-0.450644198,0.221566964,-0.857923732,-0.333003674,0.222610853,-0.905625745
2,0,-1.031775084,-0.286759629,0.986248029,-0.034967372,0.029477943,1.184952175,-0.59640877,-0.909377848,0.338176368,-0.745533196
2,0,-0.831817082,-0.916572658,0.706698487,0.281695449,-0.598960358,0.27124257,1.118766099,-0.801212348,1.096297814,-0.29684577
2,0,0.170472542,0.155942134,-0.044690503,-0.2664583,-0.608115175,-0.828809499,-0.448142848,-0.712178039,-0.708262171,-0.114483458
1,0,-1.078596131,1.299084075,0.878593338,-0.426954666,0.063619778,0.287690145,-0.02580899,0.052692933,-0.319677083,1.543270911
1,0,-0.823153547,0.506940986,0.847557965,0.086446821,0.497284729,0.32796004,0.271231034,-1.24399142,0.33926306,1.52013104
1,0,-0.375783523,0.747371632,0.657395862,0.721871243,-0.10854037,0.266128704,-0.742401576,0.14287037,0.160882979,-0.102445379
1,0,-1.002178697,0.105411735,1.134319668,0.113253436,-0.434022274,-0.114686611,-0.378076234,0.017966844,0.067236119,-0.749873704
1,0,-0.897998986,0.077916953,0.867274079,-0.101731051,-0.461772626,-0.208749943,1.41835836,-0.156617829,0.390586445,-1.121967715
1,1,1.482071878,0.804786759,-1.57653872,0.152882154,0.417470229,-0.858903116,-0.977897675,0.01728717,-1.596897449,0.347201744
2,0,-0.392577203,0.604227014,0.594550647,0.26948131,0.027752871,1.23542055,-0.37287473,-0.09421511,-0.160183924,0.051165564
2,0,-0.338206743,0.104072638,0.562290281,-0.022027257,-0.34899452,0.677782555,-1.5915602,-0.433142543,0.055635759,-0.198037197
1,1,2.245708854,1.220115657,-2.750243593,-0.00549321,0.942553669,-0.154699854,-1.988720478,0.465396667,-1.482590116,0.746418444
2,0,-0.751022333,-0.435623852,0.805905834,-0.729186815,-0.719738981,0.137410451,1.027116113,-0.733240193,1.816626111,-1.123897011
2,0,-0.59586366,1.498434948,0.846767933,0.088387486,-0.331603612,0.697956955,0.551616301,0.011963809,0.560017132,0.009281579
2,0,-0.429276395,-0.446227208,0.467917161,-0.93612004,-0.437550125,-0.217459995,0.8551001,0.155407747,0.189066156,2.487003613
2,0,0.517223401,0.12095443,-0.468463768,-0.293903673,-0.662479542,-0.186398334,-0.423552006,-0.114686239,-0.422976689,-1.01008163
2,0,0.03107131,0.213785092,0.214811448,-0.052357498,-0.128315885,-0.368049014,0.595100003,-0.877618178,-0.52762692,-0.627385573
2,0,0.729587594,-0.658640711,-0.669286852,0.609102748,-0.552970484,-0.729030547,0.125985449,-0.435082524,-0.77955712,-0.758303648
2,0,-1.329414844,0.669160476,1.151984681,0.968707028,-0.862635856,0.354508715,1.62847682,-0.502495186,0.761918142,-0.120458464
2,0,-0.107153395,-2.36578319,0.05140463,0.207503219,-0.535515232,-0.002899901,-0.347277805,-0.806252055,1.18183679,0.371211442
2,0,-0.37062241,-1.667957572,0.30448303,0.937557247,-0.357248998,-0.125980033,0.243638912,-0.290529065,1.359494689,1.634182654
2,0,0.281949698,-0.463996884,-0.222970877,-0.107748774,-1.051207874,-0.072361886,0.09996256,-0.423411943,-0.465478492,1.095288213
2,0,0.21421815,-0.152780456,-0.167631129,0.171422478,-0.649524238,-0.567837197,0.378469258,-1.042634839,-0.199747407,-0.35089731
2,0,-0.602977002,1.039655024,0.885776921,-0.080781646,0.339750321,1.189728233,-0.321654636,-0.673436961,-0.039148495,0.485649417
2,0,-0.963548044,0.643412242,0.828724141,-0.39700351,0.191700065,0.568327376,-0.069956246,-1.214412996,-0.045138797,0.884657587
2,0,-0.958640571,0.575262282,0.881319698,0.033166562,-0.427722416,0.370217114,0.670938203,-0.451285772,-0.060760842,-0.16516199
2,0,-1.397502092,0.422189806,1.286763219,0.214419965,-0.260231425,-0.135226625,-1.343385736,-0.508004686,-0.282389357,-0.343062962
1,0,1.686895343,-0.44318041,-1.297183584,-0.528409127,4.684128375,-0.128261109,-0.727052075,2.865112335,0.409963653,-0.655221525
1,0,-1.619105825,-0.525593324,1.494451668,-0.300793106,-0.434092754,1.510950482,0.417424428,-0.616816477,0.888686543,-0.070057007
2,0,-0.683605581,-0.432365504,0.583922991,0.500840108,-1.279735064,-0.273503357,0.85618239,-0.114346778,0.668602887,-0.2954249
2,0,0.078293847,-0.688609737,-0.081568801,-0.012623706,-0.242641831,-0.015533268,1.339314662,-0.098189644,-0.614481879,0.74794079
1,0,-0.037595035,1.103214532,0.202571487,0.457549692,-0.063329729,0.233434636,-0.591497131,-0.155977918,-0.439539552,-0.175822497
1,0,1.237065223,0.387886141,-0.886287072,-0.579223624,-0.129784238,-1.252415059,0.280351014,-0.205558897,-0.471611601,-0.832070207
1,0,1.060118057,-0.642413073,-0.810006945,0.083164482,-0.074456449,-1.097380673,0.668263277,0.728001076,-0.624695505,0.278638829
1,0,1.001241965,0.21809232,-0.893397883,-0.586391053,0.045657361,-1.543742527,-0.315235725,-0.51814939,-0.948008356,0.281048521
1,0,-1.578127831,-2.195631186,1.358684513,0.026792071,-1.092880546,1.102385476,1.729809934,-0.508045093,1.445923675,0.272139947
2,1,0.794235373,0.236871034,-0.491669649,0.068452705,-0.733558576,0.124436477,0.503833471,0.566073084,0.064311347,-1.164387656
2,1,2.390290153,0.387277357,-2.306434025,-0.233126409,1.584686641,-1.560760106,-0.168649097,2.449278581,-0.881923866,1.22826186
2,1,2.131490039,0.17470919,-2.018545809,0.420978888,2.932404154,-2.918352503,-0.657807634,3.386286054,-0.805579619,-0.283613853
2,1,1.616012865,-0.519943354,-1.25905409,0.529580167,1.62717719,-1.191579903,0.326676738,1.760938236,-0.035728756,0.382328047
2,1,-0.125613983,-0.653603127,-0.079070694,1.211995536,-0.190107031,-0.868802715,1.126307008,0.017555838,-0.336222534,-0.159214588
2,1,2.759093319,0.628970268,-2.686743573,-0.108610471,5.007073501,-0.515982821,-0.011795255,3.577677823,-1.262584015,1.60618878
2,1,2.427555005,-0.199067441,-1.535147699,0.347720816,3.968916742,-1.665474842,0.572700705,3.640768297,-0.130653785,4.34875947
2,1,1.491802482,0.473538353,-2.742669664,1.024296252,6.964444079,-0.940365442,-3.504624784,3.874752908,2.115922509,-0.72384915
2,1,2.28222352,0.602502345,-1.820938234,-0.022760514,2.723731641,-2.191832844,0.363604459,2.642107179,-1.386564201,1.981261535
2,1,2.093363976,-0.052034802,-1.601194013,-0.058058413,0.721211866,-0.471127421,-0.386914164,2.570418708,-0.129960364,0.063490662
2,1,1.314793714,-0.036788295,-1.090152663,0.201194487,1.775547875,-1.011132425,0.392589686,0.710832624,-0.318385397,0.754842029
2,1,1.04676697,0.03804212,-0.871230829,-0.46732895,0.989448985,-0.251510827,-0.163777322,-0.599992623,-0.505493985,0.307439962
2,0,-0.040850728,1.034513867,0.322100932,0.030082762,0.063601036,0.131535728,-2.647263033,-0.250289588,-0.28372491,0.535972423
1,1,-0.983516555,0.352063027,1.118055047,0.409902818,0.002428726,1.430725036,0.664689809,-0.576157882,0.499317964,0.484101992
1,1,-0.12008399,-0.36575586,-0.979821516,0.163302948,0.303855091,-0.324449368,0.239862866,0.972993924,-0.67613246,-0.332689935
1,1,1.929037044,0.069414104,-2.001465396,-0.190151047,0.402170503,-1.350385773,-0.52121674,2.857483807,-0.958506165,-1.127462324
1,1,1.869875457,0.318004716,-2.063790438,0.108196642,0.333998366,-0.816224723,-0.868140088,0.177119351,-1.284036433,0.370182354
1,1,1.994130035,-0.172385308,-1.655327996,-0.066670011,1.25628692,-0.946459177,-0.096016801,2.896002125,-0.120769776,1.192933957
1,1,1.904223201,-0.158602822,-1.940945836,-0.230017953,0.424029464,-0.638276252,-0.62163799,0.750992203,-0.368266544,0.158580409
1,1,2.403247089,0.559445911,-2.585407806,-0.268923351,1.857865686,-0.605283307,-0.407473022,1.244605302,-1.30548146,1.069465142
2,1,1.731473018,-0.306904346,-1.201827121,0.432784832,1.152960628,-0.298749563,0.414539982,1.867519984,0.72605444,1.046031798
2,1,0.730744538,0.605997311,-0.679343667,-0.084598161,-0.169144491,-0.681716239,-1.238240536,-0.417556882,-1.064136695,0.217287007
1,1,1.52098774,-1.262320157,-1.256970745,0.499510999,2.813702715,-0.44343764,-0.159398724,3.042393634,-0.397594197,1.890735018
1,1,2.183088352,0.228337333,-2.360137912,0.042177572,0.785801729,0.203025959,-0.62417795,0.524142893,-0.959319836,0.319201963
1,1,1.730214202,-0.863810151,-1.437369509,-0.25166747,1.947830866,-1.295377401,-0.91307589,3.136425374,0.833387201,0.122601367
2,0,-0.525399325,1.194631995,0.623802918,-0.048037502,-0.108415222,0.341471998,-2.473530882,-0.598690997,-0.895705951,0.009121076
2,1,2.04377608,0.549576895,-1.903130862,0.445701335,1.40391762,-2.194899867,-0.576619347,3.774590068,-0.510166056,0.246665732
2,1,-1.014881998,0.437382183,0.970332432,0.390710433,0.218362147,2.374190702,0.702431919,-0.228255823,0.088703363,1.083266247
2,1,-0.011847654,0.491236634,0.180238796,-0.476324207,0.431628951,-0.234556796,-1.062393989,-0.073639776,0.429549074,1.425547086
2,1,2.510002615,0.7138592,-3.18727402,0.044834866,0.587816683,-0.862475847,-1.861634235,0.75181085,-1.335274535,0.531403668
2,1,2.76090963,0.836457057,-3.619892036,0.066500715,0.854802459,-0.42468477,-1.586121206,1.296330518,-1.536422046,0.978851869
