batch,Label,log.sigma.1.mm.3D_glcm_MCC,wavelet.LHH_glrlm_RunEntropy,log.sigma.1.mm.3D_glcm_Imc1,wavelet.HLH_glcm_Correlation,wavelet.LLH_glszm_GrayLevelVariance,wavelet.HLL_firstorder_90Percentile,log.sigma.2.mm.3D_glcm_Imc1,wavelet.LLH_glcm_Correlation,wavelet.HLL_glszm_ZonePercentage,wavelet.LLH_firstorder_Kurtosis
2,0,-1.080023809,-0.204258625,1.02598099,-0.509620745,-0.608963556,0.323694227,-0.005503302,-0.554282492,0.441531289,-1.359621848
1,0,-0.22852506,-0.340398331,0.29974585,-0.607106007,-0.487248834,0.835307064,-0.384747059,-1.110420092,0.885034789,-0.489305675
1,0,-0.437147327,1.511681559,0.655089886,0.023052672,0.284362801,1.553937117,-0.748443311,-0.635973667,-0.129727814,-0.50254905
1,0,-0.417533075,0.153750702,0.413011207,0.232023715,-0.351456837,0.539364593,-0.282543801,-0.225252866,0.252165042,-0.875189289
2,0,-1.182962702,-0.012197725,1.136528586,0.458984447,-0.263592138,2.248721063,1.072272075,0.055401853,0.70626377,-0.249098034
1,0,-1.116582726,0.573782602,1.207499816,0.499070289,-0.358559485,1.202834153,-0.23343064,-0.525750418,0.749407994,-1.052878506
1,0,-1.28139718,0.230300061,1.254590482,-0.030961514,-0.09412303,1.01621673,-0.304914958,-0.446907648,0.682651714,-0.057513165
1,0,-1.153756516,-0.525292206,1.152353744,-0.213509519,0.000963233,3.376020285,0.440455071,-0.376714186,0.840651868,1.31265414
1,0,-0.524568473,-0.648322039,0.200221735,0.606650699,-0.998204442,-1.723658876,2.330355676,-1.808418986,0.462214763,-1.994338826
2,0,-0.634453254,-1.578762562,0.534843525,-1.298532235,-0.615531365,1.92663384,1.497897878,-1.210680094,0.763750497,-0.933436838
2,0,-0.997483877,0.9604801,0.928366791,0.43663266,-0.323301787,0.070511774,0.953708258,-0.374816201,-0.243836115,-0.548155707
2,0,-1.074726862,0.209862067,1.017790499,-0.755778068,-0.090700858,1.497961813,0.436886385,-0.768842614,0.558857134,0.168426048
2,0,-0.562269763,-0.615905823,0.453823093,-0.904711967,-0.705154921,-0.64060939,1.507224598,-0.811873354,0.582417177,-1.38987409
1,0,-0.104985829,-0.698099933,0.145418449,0.225041278,-0.056188988,0.10030597,1.103275067,-0.210163528,0.0966961,1.205135249
1,0,1.640030114,-0.133077473,-1.081333867,0.019269211,0.998664959,-0.839301881,0.56055821,0.473299478,-0.604097609,-0.219441259
1,0,-0.693392843,-0.106291585,0.742957305,-0.10559633,0.479053172,-0.055215519,0.806532876,-1.136334117,-0.236779368,0.322735443
1,0,-0.453436849,-0.733907128,0.486260175,0.671705111,-0.392966973,-0.483655388,-0.504518527,-0.293503075,-0.200302843,-0.366078006
1,0,0.290636209,0.450519954,-0.086960604,-0.20313915,-0.293946119,-0.756245531,-0.768448844,-0.93755806,-1.165241725,0.628485333
1,0,-0.539590409,-0.319447187,0.520882563,0.392910046,0.429770375,0.0924439,0.528205933,-1.097527082,0.284513561,-0.461476304
1,0,-0.489889683,0.212700346,0.448783474,-0.218615659,-1.180672245,0.864727984,0.176564814,0.498891003,-0.291031282,-1.474927869
2,0,-1.177070075,-0.533263916,1.083658154,-0.637718974,0.044565648,2.868670416,0.323695998,-0.181736796,1.789235603,-0.236192319
2,0,-0.011709206,-0.429363212,-0.639234573,0.446338104,-0.066771712,1.132501164,-0.688065281,1.047099337,0.065881797,-0.723847989
2,0,-0.252327206,-0.009179741,-0.173299951,-0.355198341,-0.2749294,-0.542331366,0.352542078,-0.173518448,-0.382080005,-1.477544609
2,1,-0.545556743,1.574404981,0.813025219,-0.120126892,0.232233131,0.592829727,-1.565798605,-0.317852287,-0.177936532,-0.043038726
1,0,-0.060465116,-0.676415234,0.287784537,0.664561344,-0.094818771,-0.719965428,0.924441652,0.113579489,-0.28814265,-0.01788063
2,0,0.121926399,0.298791787,0.224303261,-0.357089783,-0.002995627,-0.30761832,-0.104257281,-0.731655723,-0.735179271,-0.268085757
2,0,-0.487521525,0.567676272,0.6569544,0.881339472,-0.413233983,1.80672745,0.460527195,-0.584987022,0.478402767,-0.680691959
2,0,-0.678924843,1.117610508,1.02754691,0.986095623,0.106146359,2.034266678,1.006789928,0.180495832,0.87471082,0.12683267
2,0,-0.719229138,-1.219374778,0.330068115,-0.303250069,-0.006581726,-0.455896434,1.00923514,-0.351663867,-0.072697455,1.134472953
2,0,-0.77231647,1.109964923,0.821305337,-0.128961075,-0.064120993,-0.006444098,-1.645473119,-0.63591228,-0.55950862,-1.064654663
2,0,-0.814430323,-1.603740741,0.574724559,-0.766161676,-1.396910006,-0.815802307,0.982750986,-0.068568837,0.961004207,-0.566186572
2,0,1.174746458,0.970470605,-0.810926643,0.285229781,0.614642891,0.558949925,-1.31945374,-0.46609773,-0.76088464,-0.517747639
2,0,-0.29771023,-0.103253602,0.208839425,-0.118799053,-0.674628944,-1.394529548,1.093036622,-0.396466753,0.818282328,-1.044451286
2,0,-1.142518804,-1.414604655,0.817167963,-2.084740185,-0.933623615,-0.341824988,1.712744319,-0.030817564,0.979992896,0.321716189
2,0,-0.268479006,-0.83011957,0.349162388,1.556115346,-0.810450881,-1.297345494,0.308243196,-0.842849546,-0.963178364,0.792591533
2,0,0.364550167,0.502127679,-0.199822033,-0.002555318,0.039288143,-0.320347514,-0.51142395,-0.246344657,-0.835668475,-0.085025587
1,0,-0.896555627,0.724549501,0.967996803,-0.25052263,-0.419051664,0.693938953,0.662105438,-0.562106276,0.538250669,-0.149417533
1,0,1.000004549,0.141894752,-0.714406396,0.147062879,0.043030684,-1.308060688,0.025012835,-0.127788263,-1.201157728,-0.572807205
1,0,-0.712396572,-0.313560116,0.689839086,-0.087951028,-0.922705976,2.311004444,1.400360735,0.018866556,1.437994817,-1.504165958
2,0,1.613271481,-0.239696548,-1.403719845,1.095553864,1.14727666,-1.073060137,0.346042881,0.624019644,-0.754675578,-0.835034945
2,0,-0.924138301,1.289465991,0.766741619,-0.632711503,-0.151882226,-0.60726803,-0.437674072,-1.25398253,-0.321404942,0.091612292
2,0,0.491661431,0.318250531,-0.662787694,-0.752505317,0.400630897,-1.189173407,-0.117406203,-0.39392834,-1.181678264,0.87922635
2,0,-1.035056709,-0.11650603,0.85567686,-0.494546968,-0.252355024,-0.177687645,0.948268087,-0.889373335,0.717592913,1.225267107
2,0,-0.61305286,-0.650727046,0.596303629,-2.189553309,-0.618737641,-0.11470798,0.713628999,-0.291444056,0.195936609,0.826772413
1,0,-0.800758422,1.521707,1.014386412,0.233935021,0.013748258,1.247447215,-1.059065328,0.006724016,-0.037184159,-0.558158527
1,0,-0.38121755,0.139247131,0.653755438,0.232005586,-0.158618373,0.13562218,-0.44101141,0.148215866,-0.176813993,-0.575837862
2,1,-0.308744344,0.377459888,0.439351767,-0.540480035,0.116013453,-0.063003454,-0.840651866,-0.840683032,-0.750037015,-0.78824489
2,1,0.796317624,0.276377407,-0.659420999,0.654802436,0.076727039,0.185033497,-0.510910407,-0.432664844,-0.524249375,-0.58890099
2,1,0.019804232,-0.304906092,-0.055968885,-0.691936733,-0.107243536,-0.519307057,-0.521832127,0.112209184,-0.931873399,-0.128041579
2,1,0.067402296,-1.815265269,-0.158698972,0.077012012,-0.62621235,-0.026981262,-4.31388638,-0.744259273,-1.377303467,2.501710969
2,1,0.572838285,1.525847184,-0.390196055,0.049799398,0.41485124,0.131284155,-2.95983945,-0.120365158,-1.017166209,0.325873268
2,0,-0.76269263,0.115318502,0.86684347,0.797316878,-0.75613058,1.30222176,-0.211243689,-0.27059404,-0.394943041,-0.679580973
2,0,-0.407904958,-0.182107722,0.580751193,-1.37433351,-0.3953601,-0.475091063,-0.324543321,-0.754422508,-0.403908955,-0.129614074
2,0,-0.730408652,-0.43254928,0.770330183,-0.621340671,-0.484728463,-0.12208031,-0.544946248,-0.503738321,-0.165840709,-0.75624335
2,0,-0.692698715,0.516081845,0.716849212,-0.007933822,0.301408623,0.395056246,-0.598332627,-0.34365009,0.089865039,0.880722398
2,1,1.348607048,-1.106990535,-1.243424194,1.006028301,1.109236647,-1.438405592,-0.092116796,2.541918433,-0.848855394,-0.365111277
2,1,2.17919937,0.571845956,-1.894053252,0.22583319,1.594250743,-1.172556856,0.195016789,1.943132953,-0.989810602,0.447186364
