,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228,X229,X230,X231,X232,X233,X234,X235,X236,X237,X238,X239,X240,X241,X242,X243,X244,X245,X246,X247,X248,X249,X250,X251,X252,X253,X254,X255,X256,X257,X258,X259,X260,X261,X262,X263,X264,X265,X266,X267,X268,X269,X270,X271,X272,X273,X274
log.sigma.1.mm.3D_glcm_MCC,-0.887700967,-0.321445306,-0.70452503,-0.663917001,1.14423117,-1.021982927,1.503402009,-0.921476461,1.825595741,-0.704593909,0.033571158,-0.757186986,-0.505492372,-0.758430744,-0.839922559,1.393451588,-0.89096944,-0.482085222,-0.683322409,-0.863804554,-0.515159591,-0.898217698,-1.150805392,-0.499448949,-0.587659985,0.014234195,0.35713714,0.258620404,0.37305259,0.185560254,-0.641612391,0.443495344,-0.140160036,-0.673711815,-0.542129782,0.506907678,0.06946227,1.011256884,-0.692013663,-0.592858981,0.149389267,0.068698537,0.768298717,2.316635925,2.151300629,-0.160122184,1.398873031,-0.481528331,-0.71473972,0.899343393,0.14654831,0.479275182,1.132870757,0.79045952,0.123892761,1.520557353,-0.829075203,-0.438489245,-0.462123682,-0.621528175,-1.058127768,0.2244208,-0.637902446,-0.717504237,0.187156925,0.979790776,0.873992459,-0.363702977,0.960801005,-0.279691446,-1.337360794,-0.631293559,-0.048516991,-0.828896098,-0.918197672,0.030101927,1.182245271,-0.154201719,0.84701091,0.463453961,-0.568535551,0.518678158,-0.251128685,0.151409932,-0.193960604,-0.837486033,-0.007110374,-0.189734766,-0.154790275,-0.385498516,-0.088461405,0.542062917,0.83953271,-0.593297891,-1.056110258,-0.807311706,-0.805942755,-1.113610866,-0.58602942,-0.631883968,-0.859245031,-0.373801098,1.269201394,-0.884209728,-0.031977412,1.356924374,0.828344572,-0.825296371,-0.333643946,-0.46315978,-0.604868264,-0.94187362,-0.643902845,1.821045623,2.042505082,-0.203194656,-0.47609375,-0.641075517,-0.477171758,1.385776957,0.160178082,0.314596917,-0.388451131,-0.565213542,-1.091066041,-1.133327084,-0.220973348,-0.421100255,-0.40228472,-1.241618428,-1.072868196,-1.2309712,-1.108528223,-0.504961503,-0.664588465,-1.046495373,-1.127754715,-0.588651692,-0.102464789,1.571491925,-0.666911134,-0.436726448,0.277047026,-0.519371727,-0.471694877,-1.235419406,-0.00946397,-0.262593239,-0.571069656,-0.059757015,0.131120206,-0.510016815,-0.711372416,-0.75377239,-0.809620072,-0.853923693,1.238683115,-0.310336017,-1.199071593,-0.279584874,0.386359536,-0.861800876,0.957529001,-0.685141007,1.70000986,-0.969336091,0.520080127,-1.086021857,-0.642075327,-0.769904652,-0.367448009,-0.321943865,0.840577345,0.023688054,0.073761046,0.605477885,-0.799495827,-0.426260474,-0.765533198,-0.72586248,1.42158383,2.295363961,1.181420298,-0.893833938,-0.933907879,-0.33232105,-0.482243151,0.854429881,-0.941869279,-1.245811877,-1.427295408,-0.886818653,-1.249273555,-0.017511295,-0.404612099,-1.233869288,-1.248950527,0.781723593,1.126773748,-0.681647417,0.489202026,-0.420451637,1.2728412,0.287449929,-0.603040877,-0.832587595,-0.668084305,-1.100588946,-0.900630944,0.10165868,-1.009782269,-0.754339685,-0.306969661,-0.933364835,-0.829185124,1.55088574,-0.461391065,-0.407020605,2.314522716,-0.819836195,-0.664677522,-0.498090257,0.448409539,-0.037742552,0.660773732,-1.398228706,-0.175967257,-0.439436272,0.213135836,0.145404288,-0.671790864,-1.032361906,-1.027454433,-1.466315954,1.755709205,-1.550291963,-0.752419443,0.009479985,0.031218827,1.305879085,1.128931919,1.070055827,-1.509313969,0.725421511,2.321476291,2.062676177,1.547199003,-0.194427845,2.690279457,2.358741143,1.42298862,2.213409658,2.024550114,1.245979852,0.977953108,-0.10966459,-0.914702693,-0.051270128,1.997850906,1.938689319,2.062943897,1.973037063,2.472060951,1.662659156,0.661930676,1.589801602,2.251902214,1.799028064,-0.594213187,1.974962218,-1.08369586,-0.080661516,2.441188753,2.692095768
log.sigma.3.mm.3D_glszm_SizeZoneNonUniformityNormalized,0.475609513,-0.181541125,-0.412718883,-0.547770947,3.648210924,-0.581924291,1.112880612,0.489709963,1.341162803,-0.703900511,-0.585121676,0.123098245,-0.449732566,-0.425252615,-0.189781575,-0.497321587,-0.593577558,0.684238631,0.564912371,0.096986297,0.079933595,-0.483221136,-1.01357074,0.475609513,-0.984794315,-0.840912165,-0.931422643,-0.668964106,-0.442085113,-0.523520055,-0.306821621,-0.493491837,-0.895267643,0.152231411,-0.111909264,-0.085869657,-0.781965288,-0.17309465,-0.581924291,-0.590267754,-0.638326094,-1.14594232,-0.41500046,0.709419114,1.529954595,0.540356481,0.311668445,-0.533963571,-0.638326094,-0.783094429,-0.613345363,-0.78294008,-0.382014948,-0.862385933,-0.495920104,0.86510518,-0.638326094,0.540356481,0.195039319,0.152231411,0.475609513,0.489709963,0.489709963,-0.738595967,-0.54921058,-0.174212872,0.179407684,-1.086755238,-0.218829688,1.768150825,0.514777429,2.238165852,0.82812078,0.264102752,-0.691209451,-0.421743171,-0.291815956,1.768150825,0.719831755,0.514777429,3.648210924,1.768150825,-0.585121676,1.768150825,0.82812078,-0.23660713,-0.243436102,1.768150825,-0.181541125,-0.460068546,0.338683645,-0.600855004,-0.169063094,-0.780710776,-0.500351435,-0.697030016,0.096986297,-0.657015452,-0.460068546,-0.738595967,-0.229413023,-0.130709868,-0.02961707,-0.780029792,3.648210924,-0.16684163,-0.456772357,0.210704593,-0.26858094,-0.538056221,-0.956017878,-0.323276971,-0.034220834,-0.608558475,0.504086083,-0.256529273,-0.337516475,-0.934435559,0.264102752,-0.794301445,-1.088659239,-0.196320134,0.264102752,0.82812078,-1.022563376,-0.60510057,-0.723763139,-0.323276971,-0.495595004,-0.412718883,-0.320804835,-0.691209451,3.616225022,0.514777429,0.079933595,-0.863933306,-0.323276971,0.82812078,-0.638326094,0.558906132,-0.380489279,-0.818811863,-0.768261612,-0.64575349,0.984792456,-0.460068546,1.768150825,-0.738595967,-0.638326094,-0.716313769,-0.546816786,-0.723763139,1.768150825,-0.111909264,-0.638326094,-0.337516475,-1.117165895,-0.456772357,0.079933595,0.076234077,-0.148506183,-0.501224524,-0.572132307,-0.738595967,0.631838479,-0.590267754,-0.639477153,-0.538056221,0.671449105,-0.581924291,-1.156387099,-0.825035509,-1.059209026,-0.409265716,-0.757136988,-0.176781128,0.540356481,-0.670052108,-0.222082921,-1.086755238,0.926798363,1.226036199,-0.041453361,-0.585830229,-0.462853814,-0.773411898,-0.460068546,-0.220673079,-0.380489279,-0.265383566,-0.407125313,0.044762412,-1.075040245,-1.086755238,-1.152934282,-0.425252615,-1.433826518,-0.28324974,-0.160264718,-0.407125313,-0.243436102,-0.121501405,0.632081346,-1.05970816,-0.493796474,-0.723763139,-0.78271471,-0.920335109,0.563737329,0.310941618,0.03849554,-0.590267754,0.851556429,-0.383843032,-0.079382276,-0.005282682,0.33777041,-0.704224122,0.360296658,-0.593577558,-0.581924291,-0.412718883,-0.47176452,-0.111909264,0.161747873,-1.023295742,0.03849554,-0.773315451,-0.391641394,-1.079018366,-1.016159628,0.079933595,1.102296216,-0.738595967,3.121586467,-0.13697674,-0.181541125,-0.780029792,-1.29565081,-0.407125313,0.426869421,-0.574614223,0.096986297,-0.214737049,2.183858891,3.398457954,1.329260229,-0.593577558,2.19840988,2.867072677,4.632226997,2.458264593,2.434685876,0.116483216,-1.140913355,0.125919203,-0.405668657,1.768150825,0.082606161,-0.554629756,1.141112997,0.231909877,1.041364119,2.136054483,-0.154949141,1.778736541,0.896770009,2.206085206,-0.905513707,2.23722348,-0.780029792,-0.927103325,0.974817572,0.835606597
wavelet.HHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.319309727,-0.489143933,-0.007481331,-0.838329365,-0.199173242,-1.142219166,-1.430224365,-1.529291677,-0.946110102,-0.549996222,-1.427736297,1.917839993,0.902440391,0.164249428,0.383506364,-1.138849668,-1.113716029,-0.35293167,0.569932323,-1.88674272,0.900017296,0.251562148,1.447680644,-0.09276045,-0.162571462,-0.666721918,-0.285777664,-0.996240665,1.733221539,1.047652061,0.456463012,0.582915158,-1.264318732,1.571858067,1.439306703,-0.391377856,0.67044977,-0.916950229,0.352712602,0.360444264,-0.400312705,-0.253217744,-0.545798269,-1.000672913,-0.362080251,-0.094340887,-1.114469809,-0.918808175,1.379608702,-0.742482652,1.000552425,-0.291703171,-0.769140944,-0.000296453,1.291402652,-1.244538548,-1.012703016,-0.048589883,-1.229312091,0.474341773,-1.368460416,-0.397589793,-0.038619927,1.258569,1.038895192,-0.396977024,1.589259906,-0.953073498,0.60823858,-1.563020713,0.517283114,2.888815949,-1.409538413,-1.103528051,1.885365994,-1.186469205,1.146072961,-1.751189631,-0.621675696,-1.469087415,-0.658569991,-1.218304,-1.002161388,-2.056493479,-0.591107157,-0.521061751,-0.200430594,-1.933032999,1.858000889,-0.440734273,-1.175557629,0.915028418,0.698446656,1.101340057,0.541185173,-0.090591432,-1.597060722,0.752139575,1.338495403,3.13257442,0.584072447,1.093896332,-0.914403656,0.0803393,1.944154282,-0.681938537,-0.15077083,0.291977867,0.378619162,0.549489075,0.384763448,-0.916546214,-0.43702834,-1.437883731,0.467529543,-1.542975875,-0.582853141,1.326019091,0.91605854,0.167955005,0.75654084,-0.156788791,-1.396205339,2.00300916,-0.626918763,0.110570223,-0.166161507,0.1279011,0.593392074,-1.388129584,0.235672442,0.599029041,0.589072368,-0.528639764,-0.908111874,0.673021835,1.106483815,-0.727005359,0.195750041,-0.418259154,-1.054810847,-0.453918265,0.272182962,-0.354794197,-0.055426611,0.831942059,-1.492844133,-0.13321706,2.205077471,0.138761181,1.124415005,1.01986172,1.818213358,-0.531441031,0.201216393,0.061733397,0.977257576,0.870539775,-0.823097401,-0.705489558,-0.407197192,1.381522022,-0.880720408,0.81002325,-0.396522276,-1.280712155,-0.216177005,0.733418504,-0.743277908,0.829472791,2.25291754,-1.071517677,-0.834351822,0.324378144,-1.080268931,1.067493264,-0.157224014,-0.198351406,0.333278061,-0.636872213,-0.513189057,0.543499064,-1.227778454,-0.649242199,-0.265276693,-0.336247544,-0.897313869,1.147015883,-1.124906216,0.238855533,0.387175765,0.272909938,1.446598751,0.609523272,0.206065534,-0.356882772,4.36596462,1.322418386,1.091778716,-0.727450456,0.715789226,1.330811831,-0.955976082,1.086173281,-0.498485702,-0.099290678,0.585496942,1.106861436,2.671540709,-1.338261226,1.376416112,0.126768814,0.583070091,0.559972873,-0.337323572,-0.949115949,1.226591242,1.137424387,0.246622594,-0.127931197,0.394625714,-0.666484984,0.236673438,0.408160047,0.346041347,-0.245267857,0.44112938,0.373624401,-1.127613002,0.69042879,-0.204588732,1.040254179,-0.405154443,0.727591705,-1.056594739,0.33136023,-0.794080581,-0.216831856,-0.191509077,0.082188731,-0.721323437,-0.237290883,0.695224838,1.209504181,-1.224635736,-1.038322745,-1.767249954,0.070798145,-0.779227548,-0.34127929,-0.402216775,-1.430080442,-0.963178261,-1.090479495,-0.49842769,1.305226776,0.499050042,-1.086734575,-0.841795292,-0.746368398,0.316559451,-0.190101792,-0.130781026,-0.375555671,0.325568245,-1.126069703,-0.03976057,-0.641434803,0.387286923,-0.623079098,2.766272463,0.062840844,-0.113584095,-0.199860453
wavelet.LLH_glcm_MCC,0.248638939,1.467750234,1.348372013,1.317645934,2.68063662,0.193454133,-1.307990149,0.392802873,-0.225632067,0.056153311,-0.874759028,-0.109146992,0.099231392,-1.258516227,-0.391625896,-1.019237718,-0.297518365,-0.235489316,-1.34119804,0.222770445,0.795182251,-0.699820356,-0.258571099,0.916684005,0.577651238,0.489729318,-0.597757135,-0.438907962,-0.165282944,-0.891941011,-0.678196535,-0.795356389,-0.201681311,0.61757053,-0.031659699,-0.899753784,-1.588169927,-0.590296579,-0.559252991,0.759637824,-0.470369471,-0.166905919,-0.758831986,0.533408235,0.866733964,1.712969448,0.171267195,0.276861643,0.800414273,0.251723475,-1.290477149,0.057446868,-0.793036372,-0.585732004,-1.228325105,0.476558177,-0.033405277,-0.652515946,-0.168385473,-0.297659477,0.266967376,0.751109944,0.377682482,0.731732402,-0.34491331,-0.890226161,-0.326701546,-1.123093413,0.028049694,0.789029244,0.435117064,1.585288218,3.214185445,4.914840295,-0.733677567,-0.480952798,0.394997833,0.076457787,0.428017469,-0.404719764,-0.912374956,1.610529984,-0.63470643,0.318559737,0.203340738,-0.678654269,-0.269795868,0.718554507,0.480008985,0.192596079,0.268461119,-0.623520649,-0.636455319,-0.409284277,-0.373645872,-0.828284511,0.588812963,-0.735738376,1.37539158,-0.453636725,0.611462955,-1.428157626,-0.800344051,0.255066013,-0.595877818,-0.279410139,-0.064655557,0.21100049,-0.726135242,-0.871274945,0.236808189,-0.455015846,-0.363924043,1.30991028,-1.437014853,-0.777362135,-0.608160693,0.013994256,0.318647116,0.413174507,0.262504235,-0.976387004,0.917309722,1.92946701,-0.269881113,-0.836544429,-0.01848335,-0.201766153,-0.69082707,-0.090218152,-0.776884757,-0.924161698,-1.409563289,3.093858914,2.165451125,0.562428702,0.405209516,0.845450884,0.117971832,-0.846574559,0.650406303,1.177367434,-0.101651181,0.851522977,-0.081387003,-0.750863933,0.874142633,0.442089189,-0.97109466,-0.947370228,0.158882681,-0.090569607,-1.317133291,0.644216763,-0.361205036,-0.238181317,0.393871517,-0.602911554,-0.628787472,-0.613394839,-0.677947927,-0.210298859,-0.45639175,0.016554622,0.190680084,0.724302945,-0.711724843,0.552667102,-0.489439525,-1.503747454,-1.291662003,0.383479055,-0.015044153,-0.299023904,1.071299126,-1.22781171,-0.775836798,-0.647704536,-0.788051123,-0.200639239,2.011808587,0.445112826,-0.799446505,-0.60974598,-0.615124672,0.723948944,-1.070749443,-0.220445333,0.327850404,-0.208550683,-0.290756933,0.231462359,-0.173843099,-0.893034619,-0.620377472,-0.950019159,0.624630241,-0.878985233,0.256044185,1.428138129,0.157029771,-0.172734684,-1.172148589,0.487562529,-1.242825708,-0.12674933,-1.044471112,0.237903281,-0.135327046,-0.223932004,0.135825645,0.99549647,-0.840533503,-1.185598386,-0.529076512,-0.959709734,-0.869941318,-0.593463771,-1.522982141,-0.25715197,-1.344459809,-0.407376047,-0.42409646,-0.030524103,-0.11559539,-1.008153576,0.792326917,0.6093092,-0.99089204,0.157938052,-0.030067225,1.358613413,-0.532648664,-0.563537199,1.853750692,-0.286439255,-0.185189533,0.495992482,-0.598081336,-0.704658327,-1.104008005,-0.648166663,-0.3404158,-0.720265737,1.000610313,2.530903026,0.513432457,0.292193067,2.858356703,2.989080842,3.674140599,1.553209653,1.508637892,0.286842958,0.788556528,-1.254197023,-0.555064433,0.219385888,1.590629881,-1.417826383,1.571459765,-1.420438491,-0.887288913,0.576342585,-0.835815886,2.085750435,-1.131991897,2.456062683,-0.359218903,3.559232366,0.000884797,-0.296110682,-1.374296466,-0.28184487
wavelet.HHH_glszm_GrayLevelVariance,-2.070859643,-0.974374709,-0.737914278,-0.287796573,-3.443019681,0.839562217,-0.640213559,-0.085526724,-1.377735823,-0.697285482,-0.77223034,-0.650537894,0.989551512,-0.302996165,0.660280267,0.603325454,-0.611902749,-0.40743565,1.190301317,-0.862773896,-0.124037664,-0.755963912,-0.949183236,-0.5750359,-0.802317769,-1.624710937,1.202695358,-0.224994475,1.534745062,0.872681621,2.232754187,0.547364291,-0.324005126,0.249836091,1.172801647,-0.042010254,-0.592150998,0.027247423,-0.865078121,-0.76728449,-1.199681225,-1.266474794,0.010517088,0.251002824,0.113778787,-2.732260524,-1.334435542,-0.091694385,0.311701215,-0.732297868,1.744493122,-0.458083306,-0.192609381,0.307929279,1.26084891,-1.016983249,0.82886203,1.872813437,-1.122419317,-0.412787228,-2.204128697,-0.400602883,-0.488922069,-0.040894933,1.656626239,-0.169600654,1.288701318,0.581136956,0.820569174,0.626330267,0.700273931,1.281742411,-4.548513413,-1.969509869,0.650762343,-0.042594758,0.095877541,-0.35134175,-1.406990847,-0.647172556,0.61594965,0.450492655,1.467775373,-2.447260679,-0.567151575,0.162510696,0.857924889,1.975158428,1.255877113,2.30076078,0.919402633,1.116521318,1.045040188,0.446310071,0.109344462,0.167832711,-1.130124502,-0.872961744,-0.521681589,-0.049481733,0.074378687,1.400641926,0.747427964,-0.314447004,1.855063955,-0.670433765,-0.147919171,0.65380306,2.531386183,0.728617774,-0.396083516,0.79228423,2.46296313,0.18017099,0.929321198,-0.361235251,-0.472674832,-0.411987378,-0.560418552,-0.289894593,-1.010689259,-0.164977391,-1.723912103,-1.922474905,0.449057421,0.334719732,0.510544551,0.704288147,0.26131884,-1.612280305,0.507109699,0.38742855,-0.621233633,0.624102159,-1.566380121,0.544687277,0.953157324,-0.639265526,-0.198323459,-0.643107479,-1.478460312,-1.730797958,0.22022998,0.283189688,-0.164314016,-0.412058665,0.191924783,0.600936676,1.532718531,-0.786593085,1.383882309,0.13912547,1.594475627,1.016894868,1.381751677,-0.623436629,-0.049001842,-0.663326173,-2.20530274,-0.548306575,0.198016512,1.047475592,-0.248246709,-0.156632635,-0.656225925,-0.318145259,-0.337276155,1.564595545,-0.70216278,1.783907645,2.250501845,0.717915787,-0.16231234,-0.271196505,-2.008134006,1.672099793,-0.154436892,-0.551750453,-0.167590565,0.183751953,1.074702076,-0.38121698,-0.685653081,-0.46643445,1.591808648,-0.220281722,0.090895905,0.68023554,-0.485678372,0.560814532,-1.209201635,0.894687097,0.02629051,0.687228705,-0.265476486,1.077217837,-0.773960732,1.780659082,-0.075159485,-0.196974451,-1.22599866,0.140005959,-0.822535531,0.691629007,-0.040656428,-0.090965605,0.324011973,0.655763449,-0.195576204,0.685800003,0.935792558,0.098145649,0.727473952,1.307032789,0.28961482,0.255433988,0.97500353,0.043518889,1.132441293,-0.124037664,0.490205076,-0.123457452,-0.870814492,-0.077195021,0.015685875,0.081059721,-1.545770952,-0.857310357,0.040760367,1.188983231,1.350491437,1.282387582,0.739220052,-0.123675703,-1.446920013,-0.475397496,-0.477208886,-0.361349912,0.725565636,-0.476419482,-1.46868869,-0.469855885,-1.279045469,0.098956978,-0.183865904,-0.346552664,0.197582904,-0.678429806,0.852885622,-0.888276823,-0.267512931,0.605071849,-0.608538488,-0.819759271,-0.433144116,1.22410179,0.499477632,-0.112434504,-0.351988053,-0.012655533,-0.275271597,-0.50525633,-0.557865931,-1.309526757,0.446690093,-1.212475885,-0.498440502,-0.743234008,0.855113368,-0.396334469,1.191545245,0.958757643,0.395764899,0.845568296
log.sigma.2.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,-0.134531139,-0.296285092,-0.068376041,-0.558945657,2.481625354,-0.115009849,-0.508585233,0.230307685,-0.351409353,-0.471002803,-0.410714038,0.191454448,-0.274704522,-0.252341465,0.155071004,-0.529989045,3.771152014,0.00053541,0.890937902,4.935355376,-0.366690926,-0.330657529,0.035817532,-0.148064604,-0.354935327,-0.58050128,-0.185583714,-0.247900435,-0.417132457,-0.39643271,-0.390139699,-0.520001636,-0.455259703,0.015244199,-0.094755854,-0.57057389,-0.170234402,-0.50916031,-0.310406275,-0.204466552,-0.438916802,-0.606146767,-0.212197283,-0.474904108,-0.632614567,0.120091327,-0.55542522,-0.414597331,-0.009382024,-0.570808037,-0.386033165,-0.609335728,-0.610244127,-0.453636387,-0.41090422,-0.1698664,-0.358229839,1.807056696,-0.341926653,-0.000527764,0.270075474,-0.433281317,-0.432260151,0.26176066,-0.305784796,-0.504939835,-0.478404016,-0.453432948,-0.58104699,0.208762075,0.83176282,3.962483915,0.014810976,-0.704030435,-0.166982569,-0.222820796,-0.42810775,-0.501658915,-0.517684716,-0.639547709,0.34428355,-0.18230464,-0.070601059,0.424884315,0.8959167,-0.170852774,-0.489034856,0.326067021,-0.537233582,0.714749357,1.52108345,-0.523139416,-0.459865352,-0.077768404,-0.246922172,0.270019874,-0.611312446,0.760198778,-0.654191333,-0.192871266,0.14642751,0.196626784,-0.58819638,0.11024208,-0.699525191,-0.552066606,-0.398867823,-0.261202549,0.002498592,2.791622002,0.418280412,-0.097238121,-0.20064669,-0.523451986,-0.583944078,-0.437383991,-0.346396881,-0.180724116,0.429716393,-0.505504004,-0.364502938,-0.26797963,8.420231428,1.257297734,-0.035031091,-0.380416586,-0.109235083,0.680400133,-0.697661239,-0.141303073,2.602228895,0.596074373,2.282239635,0.50770003,-0.169215922,0.20352586,0.237730154,0.370436152,-0.581121385,-0.627679344,-0.108991259,-0.375019221,-0.581784952,-0.375137189,-0.528345817,-0.000805318,-0.269507574,0.761163336,-0.270618573,-0.125897826,-0.445610762,-0.286130826,-0.228106178,0.479837412,-0.435073391,0.016864662,-0.543827249,0.085282926,1.353940465,-0.285881576,-0.451964463,0.109733678,-0.563958296,5.17392715,-0.451753585,-0.36068123,-0.275039019,-0.129087402,0.19414709,-0.016297042,0.621819258,-0.392133701,-0.55076123,-0.444927057,-0.551051033,-0.564259791,-0.258394232,-0.487401528,-0.149223875,-0.347055974,-0.494142306,-0.674447677,-0.513748004,-0.251506678,0.518830041,-0.177447503,-0.455365925,-0.409155999,0.111277061,-0.008548971,0.590170844,0.0766264,-0.30599215,0.256621382,-0.499627491,0.351038983,0.013689349,-0.624943687,-0.589075245,0.006788371,-0.488780012,1.751557553,0.041525901,-0.313720868,3.202299393,-0.359334741,0.280393129,0.186186741,-0.289620946,-0.343387475,-0.100904719,-0.516626744,0.068863896,2.934405577,0.48108523,0.321003032,1.444399708,-0.358503086,-0.669215993,-0.599724543,0.684270953,-0.217737454,-0.628599545,-0.268544358,-0.466503096,2.884555736,-0.03318062,2.793668584,-0.207378798,-0.45415536,-0.399839262,-0.105561662,-0.019524767,-0.171902858,-0.448541187,0.661442957,-0.14575764,-0.399427629,-0.542131049,0.540765357,-0.440576364,-0.578957785,-0.521689054,0.917591354,-0.620872505,-0.576476189,-0.367470448,-0.323016966,-0.692630533,-0.693239283,-0.377510829,-0.675431981,-0.494536598,-0.369138233,-0.57635643,-0.478320952,0.043832194,-0.029518329,-0.291541057,-0.221387662,-0.622654455,-0.469402869,-0.667638825,-0.622691261,-0.401175123,-0.52568366,-0.621886679,-0.565225468,-0.383945302,-0.481502921,-0.003383179,-0.405318685,-0.651753983,-0.680262045
wavelet.LLH_glszm_SmallAreaEmphasis,2.607069717,1.282251167,-0.75134647,-1.487000224,0.868749718,0.456177683,2.180831191,-1.237389571,-0.084222849,-0.356923615,-0.189867311,-2.0094113,0.154292694,-1.495343032,0.243441359,1.7512357,0.44835403,1.309296543,0.135307913,-1.980291099,0.364147664,-0.029189523,0.065464375,0.195821715,-2.255769283,-0.677420361,0.137424521,0.887188339,0.391193148,1.639097172,0.850542035,1.127969138,-0.293471952,0.801720814,0.210918078,0.912275968,1.481257876,0.523123992,-0.061073263,-0.304543959,2.077819221,0.077354292,0.768284678,0.106691766,-0.076320629,2.600995761,0.229225652,0.214014746,0.485749817,-0.220213108,0.382002657,-0.164279692,1.237572099,0.934263891,0.382227392,0.538833324,0.510841095,-1.350889993,-1.49208416,-0.828529654,-1.867786001,0.240124397,-0.696101228,-0.316055512,0.679265226,0.198026796,-0.225986962,0.657633176,0.076318785,-0.525327916,-2.522038135,-1.329267292,1.256051963,-1.189907915,0.266695762,0.284642231,-0.142926672,-2.57023488,0.654738824,-2.205482413,0.299576354,-2.571724495,-0.198477715,-0.690637508,-0.700297065,0.3863196,0.502811855,-1.736142422,0.108288193,0.164946371,0.968415547,0.037129038,-0.619411616,0.252092809,0.010756411,-0.526735422,-1.020585167,-0.197496253,-1.066316552,-0.061697522,-0.190443873,0.675162321,0.275994629,0.729917947,-0.445317854,-1.104329712,-0.859488168,0.798124012,0.073200291,0.775455305,-0.495565351,-0.336734507,0.675546259,-0.334519052,0.681333327,-1.159341302,0.925004721,0.35007843,-3.387968217,-0.455458901,-0.23846403,-0.321532447,1.983748177,-0.992140753,-1.086837351,0.22323127,-0.782467872,-0.498920607,0.795925547,-1.710439235,1.151898681,-0.006357029,0.285205597,-0.058221466,-1.073164621,-1.081262576,0.379248594,0.007528984,-1.391801407,-0.124062727,0.949943809,-1.505488413,0.430387245,0.738219943,-1.31344881,-0.292477023,0.717418136,0.706842918,-0.109136749,-0.004738326,-0.169720848,-0.267256927,0.87561262,-0.624541722,1.475061107,-1.331984679,-0.479740289,1.182119292,-2.178843394,1.423557037,0.646035666,0.74781528,1.035171641,-1.041997499,-0.854782201,-0.194246082,1.278118256,0.230754658,0.120664832,1.132367507,0.981760146,0.262917015,-0.251260546,-0.641578158,-0.664712643,0.380191312,-0.151403782,2.974880234,0.524213292,1.588974106,-1.830496362,0.951290888,0.560953661,-1.68727264,0.670671668,-0.19910967,0.788322692,0.010511989,-0.828463636,-0.124808847,-0.002375606,-1.076665434,0.368478055,-0.461344242,-0.082874278,0.26263081,-0.523923808,0.619239477,-0.516645937,0.234138987,0.112381551,-0.011705451,1.316213075,0.481460849,1.373057495,-1.471634108,-0.845841885,-0.275511208,0.270611364,0.543189568,0.310343153,0.056875815,0.504592655,1.021903452,-1.195709007,0.699617672,0.622806002,-0.048402203,0.867017713,0.322698307,-0.157281985,2.42304535,0.519149654,-1.187122262,0.005020187,-0.14219551,0.885456999,-1.992681797,-0.969407124,0.477290865,0.008163437,-0.633860167,-0.511872603,-0.028181596,-1.104333146,-0.9454333,-0.403250242,-0.988163179,-0.17038405,0.280269806,1.163374348,0.793473114,-2.886832115,-1.665825574,1.401462661,0.132702462,-0.485243814,1.842626177,1.266464562,0.706829326,-1.099802364,1.516650951,-0.034997088,-0.836821366,-0.703566581,0.501302266,1.221936948,-2.345383761,0.497103696,0.825774572,-0.880364408,0.649621663,0.465640984,-0.533533797,0.428598049,0.059825595,-0.221180295,-1.313886648,0.591076845,-1.054402076,0.558755717,0.867160644,0.881892092,1.273037736
