batch,Label,log.sigma.1.mm.3D_glcm_MCC,log.sigma.3.mm.3D_glszm_SizeZoneNonUniformityNormalized,wavelet.HHL_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet.LLH_glcm_MCC,wavelet.HHH_glszm_GrayLevelVariance,log.sigma.2.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,wavelet.LLH_glszm_SmallAreaEmphasis,wavelet.HHL_glszm_GrayLevelNonUniformityNormalized,wavelet.HHH_glszm_SmallAreaEmphasis,original_shape_Flatness
2,0,-0.263507188,-0.783644438,-0.330639708,0.70354819,-0.287183398,-0.207739894,-0.199282181,0.297134704,-0.961316403,-0.809806643
2,1,-0.413429289,-0.470301086,-0.891706033,-1.091150197,0.023994229,-0.485658316,0.788150181,0.458687981,-0.694190353,0.987998862
2,0,0.923243743,-0.230905619,1.152623719,-0.240846087,0.613333864,-0.43944839,0.010339478,-0.811004529,-0.703420095,0.089344283
2,0,-0.873055417,-0.390721819,-1.11929838,0.30744965,-0.552580048,0.08098467,-0.828636147,-0.23008406,-0.455680262,0.308603006
2,0,-1.176998015,-0.275616106,0.244463369,-0.228951437,0.493912856,-0.038841362,-0.124981358,-1.528449382,-0.885039874,-0.636192318
2,0,-1.358481546,-0.417357853,0.392783601,-0.311157687,-1.276103311,0.559878453,-0.002548117,-0.322608691,-2.60420105,-0.364236352
2,0,-0.818004791,0.034529872,0.278517774,0.211061605,0.827785421,0.046334009,-1.076837945,-0.728546816,1.37181215,-0.54183798
2,0,-1.180459693,-1.085272785,1.452206587,-0.194243853,-0.040611166,-0.336284541,0.368305544,-1.398730582,0.141203179,-1.451723389
1,1,-0.086325157,-1.076522698,0.603915436,-0.872633865,0.754130381,0.286913773,-0.461171731,-0.294799878,0.689219941,1.552898742
1,1,-0.473425961,-1.142701742,0.200457698,-0.599976718,-0.19857481,-0.4693351,-0.082701767,-0.001819559,-0.088015148,-1.931415323
1,0,-1.30268315,-0.415020075,-0.362490608,-0.929618405,1.144119513,0.381331374,0.262803321,-0.64268836,1.73053555,1.00027499
1,0,-1.317764389,-1.423593978,4.360356784,0.645030995,-0.707059056,0.04398174,-0.523751297,-1.278394082,-1.298223216,-1.146383668
1,1,0.712909731,-0.2730172,1.31681055,-0.858584479,1.847560758,-0.594651296,0.619411988,-0.25363294,0.775987161,-0.649808213
1,1,1.057959886,-0.150032178,1.08617088,0.276444939,-0.008257809,-0.558782854,-0.516473426,-0.613574316,0.87755845,-1.566479564
1,1,-0.750461279,-0.396892773,-0.733058292,1.448538883,-0.130072775,0.037080762,0.234311498,0.858178635,0.391245783,0.153549213
1,0,0.420388164,-0.233203562,0.71018139,0.177430525,-1.159096984,-0.458487621,0.112554062,-1.223599664,-0.450760062,0.352961804
1,0,-0.489265499,-0.111268865,1.325203995,-0.15233393,0.206907635,1.781849944,-0.01153294,-1.29001191,1.679467604,-0.566975282
1,0,1.204027338,0.642313886,-0.961583918,-1.151747835,-0.755633855,0.071818292,1.316385586,0.911368408,-1.26421477,0.071585095
2,0,0.356263791,-1.0699407,1.091781117,0.467161775,0.624727331,-0.344013259,0.481288338,-1.37550731,-0.158229963,-0.177064
2,0,-0.534227015,-0.504029014,-0.492877866,-1.263226462,-0.107558104,3.172007002,1.372884984,0.400999703,-1.487459164,0.245077558
2,0,-0.763773733,-0.733995679,-0.093682842,-0.147150084,-0.157867281,-0.389627132,-1.471806619,-0.165758223,1.200818524,0.607496213
2,0,-0.599270443,-0.79294725,0.591104778,-1.064871866,0.257110297,0.250100738,-0.846014396,-0.848614288,0.366045366,-0.287819604
2,0,-1.031775084,-0.930567649,1.112469272,0.217502527,0.588861773,0.15589435,-0.275683719,-0.491431914,0.423065358,-0.200594019
2,0,-0.831817082,0.553504789,2.677148545,-0.1557278,-0.26247788,-0.319913337,0.270438853,-0.207185819,-0.243654178,-0.857231214
2,0,0.170472542,0.300709078,-1.33265339,-0.244332758,0.618898327,-0.373679866,0.543017057,1.708975329,-0.611023989,0.55167128
1,0,-1.078596131,0.04872808,1.370808276,0.156226399,1.002694234,-0.070612328,0.310515664,-1.566966729,0.790685929,0.740479694
1,0,-0.823153547,-0.580035214,0.121160978,1.015897224,0.165047325,-0.486334353,0.057048326,-0.398961322,-0.22367709,1.027069708
1,0,-0.375783523,0.861788969,0.577462255,-0.820132749,0.794375628,0.099156287,0.504765166,-0.244239324,0.486221162,-0.254749158
1,0,-1.002178697,-0.373610492,0.554365037,-1.165197632,1.373934465,2.964697968,1.022075963,-1.663742628,0.678158277,-1.121628195
1,0,-0.897998986,-0.069149736,-0.342931408,-0.508675758,0.356516496,0.511377621,-1.195536496,-0.829202229,-0.039524018,-0.953712373
1,1,1.482071878,0.004949858,-0.954723785,-0.93930898,0.322335664,0.351295423,0.699790183,1.349380665,-0.115924236,-0.269805698
2,0,-0.392577203,0.32753787,1.232199078,-0.890342072,0.908101854,1.414107317,0.622633491,-0.845875033,0.622520543,-0.595944344
2,0,-0.338206743,-0.714456662,1.143032223,-0.613864525,-0.023382787,-0.388795477,-0.048574714,-0.674841182,0.186109989,-1.99052902
1,1,2.245708854,0.370529198,0.241014758,-1.502581387,1.199342969,-0.638923602,0.867190224,0.733468364,0.79404192,-1.118489642
2,0,-0.751022333,-0.603810098,-0.122323361,-0.277552724,-0.19093934,-0.630016934,0.322525796,0.645439268,0.958916176,0.676508206
2,0,-0.59586366,-0.592156831,0.40023355,-1.364860563,0.4233034,0.653978562,-0.157454496,-0.656478052,0.235400667,-0.153962236
2,0,-0.429276395,-0.422951423,-0.660877148,-0.427776801,-0.190359128,-0.248029845,2.422872839,0.29612895,-0.631037118,0.670769021
2,0,0.517223401,-0.48199706,0.242281274,-0.444497214,-0.937716168,-0.658891936,0.518977143,-0.822377301,-0.802310419,0.648416079
2,0,0.03107131,-0.122141804,0.413767883,-0.050924857,-0.144096697,-0.298836749,-1.187294773,-0.843001358,-0.586849746,-0.988515796
2,0,0.729587594,0.151515333,0.351649183,-0.135996144,-0.051215801,-0.496795487,0.004847676,-1.076613252,-0.081504354,1.092125425
2,0,-1.329414844,-1.033528282,-0.239660021,-1.02855433,0.014158045,2.854263345,-0.142368021,-0.05892959,0.397266828,-2.043466531
2,0,-0.107153395,0.028263,0.446737216,0.771926163,-1.612672628,-0.063473011,0.885284488,-0.950015638,-2.975016978,-0.159698208
2,0,-0.37062241,-0.783547991,0.379232237,0.588908446,-0.924212033,2.763376193,-1.992854308,-0.337575849,-1.37617311,1.125027066
2,0,0.281949698,-0.401873934,-1.122005166,-1.011292794,-0.026141309,-0.237671189,-0.969579635,0.378511052,-0.334773838,0.854028992
2,0,0.21421815,-1.089250906,0.696036626,0.137537298,1.122081555,-0.484447751,0.477118354,-0.874492747,0.351100052,0.413332334
2,0,-0.602977002,-1.026392168,-0.198980896,-0.050467979,1.283589761,-0.430131653,0.007990926,-0.743566181,0.724706101,0.617185278
2,0,-0.963548044,0.069701055,1.045862015,1.338212659,1.215485906,-0.135854053,-0.634032678,-1.023488725,0.603877104,0.096728452
2,0,-0.958640571,1.092063676,-0.399546607,-0.553049418,0.672318376,-0.049817158,-0.512045114,0.137673182,0.062363516,-1.357001727
2,0,-1.397502092,-0.748828507,0.733199541,-0.583937953,-0.190577379,-0.202195249,-0.028354107,-0.988646916,0.02732245,0.510661474
1,0,1.686895343,3.131819007,-1.062202575,1.874151446,-1.380018337,-0.418248796,-1.104160635,0.800975777,-0.617994389,1.591635659
1,0,-1.619105825,-0.1267442,0.325752394,-0.266038501,-0.40849582,0.691735348,-0.945260789,-0.655350347,-0.264286756,0.278247495
2,0,-0.683605581,-0.191773665,-0.788472745,-0.205590287,-0.544110562,-0.176050031,-0.403422753,0.985196781,1.470125585,0.27350964
2,0,0.078293847,-0.790262332,-0.21122402,0.475591728,-0.428251588,-0.42972002,-0.98833569,-0.150828599,-0.268824322,1.217405242
1,0,-0.037595035,-1.28541827,-0.197116913,-0.577680582,0.792467312,-0.511838658,-0.170211539,-0.469489051,0.10898623,0.168335144
1,0,1.237065223,-0.396892773,0.076580895,-0.684257573,-0.409517806,0.571057748,0.280442317,-0.269269581,0.394900405,0.232313029
1,0,1.060118057,0.437101961,-0.726931273,-1.083607251,-1.401787014,-0.410283973,1.163546859,0.946799616,0.399525245,0.059929228
1,0,1.001241965,-0.564381683,-0.242898719,-0.627765909,-0.402954209,-0.548665394,0.793645625,0.94822587,0.118541551,-0.413486933
1,0,-1.578127831,0.107218837,0.689617002,-0.320015046,-1.212143793,-0.491396663,-2.886659604,-0.628548402,-0.630249894,-0.226454785
2,1,0.794235373,-0.224969589,1.215112017,-0.740666491,0.032055302,0.887298963,-1.665998085,-1.090626646,-0.059633715,1.356613242
2,1,2.390290153,2.173626351,-1.2190279,0.980209559,-0.25076758,-0.651164896,1.40129015,1.557895396,-0.075239863,0.056764487
2,1,2.131490039,3.388225414,-1.032714909,2.510502272,-0.41345434,-0.60676858,0.132529951,0.633697875,0.980472235,0.569769609
2,1,1.616012865,1.319027689,-1.761642118,0.493031703,0.130681228,-0.397762839,-0.485416325,2.187995717,1.536929776,0.741465549
2,1,-0.125613983,-0.603810098,0.076405981,0.271792313,-0.745331482,-0.353309357,1.842453666,-0.156587514,-0.346834446,0.943931023
2,1,2.759093319,2.18817734,-0.773619712,2.837955949,0.785983946,-0.722922924,1.266292051,1.40189733,0.986992173,0.98775797
2,1,2.427555005,2.856840137,-0.335671454,2.968680088,-0.955178499,-0.723531674,0.706656815,0.631060473,0.317468437,-1.737661277
2,1,1.491802482,4.621994457,-0.396608939,3.653739845,-0.334414607,-0.40780322,-1.099974875,0.095477633,-0.204536624,1.206909744
2,1,2.28222352,2.448032053,-1.424472606,1.532808899,0.538170173,-0.705724372,1.51647844,1.7475011,0.549536488,0.808011119
2,1,2.093363976,2.424453336,-0.957570425,1.488237138,-0.675440164,-0.524828989,-0.035169599,1.635709382,-0.809344844,1.014013657
2,1,1.314793714,0.106250676,-1.084871659,0.266442204,-0.886660947,-0.399430624,-0.836993877,0.289943752,0.813828574,0.897794376
2,1,1.04676697,-1.151145895,-0.492819854,0.768155774,-0.500045792,-0.606648821,-0.703739092,-0.677052901,0.055270261,0.6093106
2,0,-0.040850728,0.115686663,1.310834612,-1.274597777,1.157200114,-0.508613343,0.501129755,-1.167202916,0.768490543,-1.569037426
1,1,-0.983516555,-0.395436117,0.493442206,-0.534663679,0.566379308,0.074124585,1.222109459,-0.735963161,2.298515117,-0.072582097
1,1,-0.12008399,1.778383365,-1.092342411,0.239786642,-0.045532828,0.000774062,-2.34521125,0.591864041,-0.955369386,0.793244702
1,1,1.929037044,0.092838701,-0.847403128,1.611030635,-0.285086377,-0.261248666,0.497276207,0.715482964,0.46143435,0.863292453
1,1,1.869875457,-0.544397216,-0.751976234,-1.397425629,0.054246143,-0.191095271,0.825947083,0.223867689,0.309378448,-0.447339842
1,1,1.994130035,1.151345537,0.310951615,1.591860519,-0.208369921,-0.592362064,-0.880191897,0.589325162,-0.648659297,-1.240514255
1,1,1.904223201,0.242142417,-0.195709628,-1.400037737,-0.438354654,-0.439110478,0.649794174,-0.285906248,-0.264623145,-1.309578333
1,1,2.403247089,1.051596659,-0.136388862,-0.866888159,-0.490964255,-0.637346434,0.465813495,0.602226477,1.192872861,0.346301551
2,1,1.731473018,2.125821943,-0.369947835,0.555941831,-1.376428433,-0.652983652,-0.533706308,-0.377061221,1.838405764,-0.881157501
2,1,0.730744538,-0.165181681,0.331176081,-0.85621664,0.379788417,-0.431467514,0.428425538,-0.838133906,0.678639259,-0.84485233
1,1,1.52098774,1.788969081,-1.131677539,2.106151189,-1.145574209,-0.495391269,0.059998106,1.417206072,0.390423879,0.924592217
1,1,2.183088352,0.907002549,-0.045368406,-1.111591143,-0.431538826,-0.591594288,-0.221007784,0.945066606,0.579682298,-1.520811955
1,1,1.730214202,2.216317746,-0.647042639,2.476463437,-0.676332332,-0.534933077,-1.313714137,0.71832898,0.498985805,1.469291229
2,0,-0.525399325,-0.915746247,0.392894759,-0.379619657,0.788211692,-0.414237693,0.590904334,-0.227627503,1.651421127,1.433014982
2,1,2.04377608,2.22699094,-0.617471262,3.538831612,-0.463236145,-0.511795312,-1.054574587,1.708505184,-0.313207782,0.987923783
2,1,-1.014881998,-0.790262332,2.771880299,-0.019515957,1.124643569,-0.03367557,0.558583206,-0.439435614,0.555526217,0.770356777
2,1,-0.011847654,-0.937335865,0.06844868,-0.316511436,0.891855967,-0.435611076,0.866988133,-0.62124591,0.953671378,1.013836347
2,1,2.510002615,0.964585032,-0.107976259,-1.39469722,0.328863223,-0.682046374,0.881719581,0.688062792,0.422156163,-1.213655644
2,1,2.76090963,0.825374057,-0.194252617,-0.302245624,0.77866662,-0.710554436,1.272865225,0.985818694,0.730271469,-0.594449799
