0.216155195,0.680349497,-0.887700967,-1.140620426,2.220441475,0.926692956,-1.409309831,0.294916375,1.419423913,1.083221964
1,0.0996638319,0.7697571610,-0.9550079559,-1.0877238599,2.2409580910,0.9538771561,-1.3654338277,0.4442875748,1.3791540062,1.1060367528
2,0.0990454999,0.5365651710,-0.3887522949,0.2238677221,1.6848821670,1.7400496431,-1.0806710607,0.3765592698,-1.2381845618,0.5613942118
3,0.0939311279,0.7048070810,-0.7718320189,-0.9401051839,0.7310125790,0.7115884461,1.0559862853,0.7040691988,-0.1460563068,0.9880518618
4,0.0889573249,0.9214902340,-0.7312239899,0.6981722171,0.2382243070,0.3643161581,-0.7045734907,0.0248590858,-0.9024845958,0.4278727508
5,0.0954202659,-3.2643119470,1.0769241811,-1.7846213199,1.8263584660,6.5987575211,-0.7698124157,0.4936491208,1.5228598192,-0.7450172952
6,0.0962719879,0.9874003210,-1.0892899159,-0.9686367419,1.2527834060,0.5696097161,-0.1467032767,0.3081352768,0.7217110302,0.2198899848
7,0.1771221621,-1.5315318550,1.5707089979,0.0892079859,-0.0116769660,-1.1137764431,-0.0136708793,0.4172362022,0.3024580728,0.0608800102
8,0.0950654359,0.8549163850,-0.9887834499,-1.1228496209,0.6318386630,1.6118693511,0.0951938373,-0.1648382322,0.9512743392,1.4471108488
9,-1.0472841221,-1.4645994800,1.7582887521,1.7284096911,-0.3255672560,0.1981261271,-1.1855884667,2.4843187418,-2.1567836148,-0.1641333082
10,0.0944466489,0.6767740060,-0.7719008979,0.6117952741,0.9243755190,0.1322451701,0.8138450163,0.3100434788,-0.7132111408,0.6446093508
11,0.0887820569,0.1235815880,-0.0337358309,-0.2211031299,0.3666043070,-0.5285871739,-1.0364933207,-0.2240080012,0.8136323642,0.4794095078
12,0.0944372109,0.9244770880,-0.8244939749,0.1774540061,0.1925073860,-0.5081814919,1.4107697863,-0.3245815322,0.7646286552,0.1941226988
13,0.0856141179,0.6630796620,-0.5727993609,-0.0900778449,-0.6470559930,-0.2853414769,-0.0372876217,-0.1236385252,0.2031456102,-1.0896254542
14,0.0880599849,1.0050440420,-0.8257377329,-0.2907391919,-0.4947534960,-0.2202485699,-0.0084310647,-0.5729166172,1.0919506102,-0.4797381292
15,0.0945714569,1.0006708380,-0.9072295479,0.2193479491,-0.3754416890,0.7990554671,-0.0599690967,0.1614539828,-0.1160229478,-0.0607233362
16,-0.0022007521,-1.1774600070,1.3261445991,-0.2778419609,-0.8911170750,-0.8992512719,-0.7700759007,-0.0983497482,0.5837686612,-0.5333713932
17,0.0973789639,1.0766413370,-0.9582764289,-0.4689994099,1.2495140230,0.4971531701,-1.2456883257,-0.5481525032,0.4878206172,0.9682420858
18,0.3284014931,0.3254926800,-0.4147782331,-0.2050051821,0.8625039760,0.3802284289,-0.9046571763,-0.1225317768,-0.0431999902,0.7258100102
19,0.3283941861,0.8116013800,-0.6160154201,-0.4539999901,0.6568460280,0.1180878359,-0.4010339033,0.1811510412,0.7667232318,0.2099909292
20,0.3293233771,0.4186413770,-0.7964975651,-0.3860846321,1.1012264040,0.8654479829,-1.0332740743,0.0985311802,0.0406268718,0.9559864732
21,0.3297561601,0.1269803300,-0.4478526021,-1.0826365711,3.6991896610,1.6503939579,-0.4036196013,0.3663323882,0.8635463088,1.7735601732
22,0.3254554191,0.8986343260,-0.8309107091,-0.1379781071,0.0726226360,1.0945237119,-0.6568564603,-0.4747595308,-0.4319442582,0.9730774732
23,0.3282924011,0.9880452260,-1.0834984031,-0.6707511731,1.3330459030,0.8818083759,-0.6125639723,-0.2018638158,0.6604226648,0.3676779092
