V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0.2413832799,0.6215866379,-0.4242880703,-0.4644146108,-1.0921111876,-0.4144688211,-1.5219688273,-0.6976118204,1.1807282381,-0.2682688284
0.2484782067,0.8253138671,-0.7683421259,-0.5568679642,-1.3528195276,-0.1775976230,-0.5821911994,-0.4018330851,0.8174597469,-0.4835349186
0.2460915782,0.7678416223,-0.7281123330,0.2564065190,-0.8082579751,0.0768223935,-0.1725895174,-0.3609870851,0.1772495674,-0.5356770436
-0.1626225682,-1.2938734499,1.4331314510,1.1632664645,0.0672455641,-0.7132316845,-0.2180971067,1.0189807955,-2.3419727472,-0.1139646282
-1.3631085384,-1.9930588131,2.3192256653,1.6650232133,-0.7065392606,-0.8534781458,-0.2924519449,1.2456583045,-2.0627028952,0.1664768562
0.2017148120,-1.2100219277,1.2060495626,-0.0303648483,-1.0223579452,-1.0225823166,0.5826501938,-0.2577435308,0.6798534184,-0.5349867061
0.2502535249,0.8299652305,-0.8984509935,-0.8229124257,-0.3418939212,0.7043087252,-0.5541467083,0.4265460030,0.5944081170,0.1848015993
0.2524301434,1.0112244311,-0.9390896920,-0.2775423950,-0.5663018587,-0.8308062068,0.3535710096,-0.6657792289,0.4188234527,-1.0393075525
0.2456492792,0.3628140825,-0.3290247688,-0.6905707594,-1.2248423370,0.0454711352,1.7094924751,-0.4779194977,-0.0255854180,-0.5335802079
0.0993390934,0.4600273266,-0.4975259455,-0.6089178560,0.3557474644,-0.3319776434,0.5198303091,-0.7858274209,1.0560187580,-0.3530388120
0.2189569881,-0.7079603424,0.8744509071,0.1914801101,-0.6011549279,-0.3429283694,-0.0627775775,-0.8779369525,-0.2856345892,-0.0752932709
0.2544445552,0.5607178440,-0.9471632911,-1.0022980646,1.9395081132,0.2554333529,-1.1986312389,-0.7314908956,0.4745463891,0.6517255384
0.2544497540,1.0993520050,-1.2553893173,-0.2061519935,0.9977955679,1.3082378111,1.6499645342,-0.1094191826,0.0325472957,1.0752201089
0.2543038311,1.3596531406,-1.4394304749,0.2703660628,0.5560524548,0.8247552667,0.7721394924,-0.3351575415,-0.3535348752,1.1733434882
0.2550371722,0.7714209410,-0.8913368429,-0.8978575233,1.5821818042,0.2855610573,0.9467023587,0.1490984812,0.7385212437,0.7062347157
0.2543168654,1.1410118529,-1.2588997803,-0.6730554041,0.2484339629,0.9918177755,3.0899580194,-0.2059726733,0.3802634945,0.7379890409
0.5570948639,0.1860757866,-0.0069059284,-0.0424398008,-0.6520380132,-0.0557883404,0.7922645373,-0.1194652348,0.1389454346,-1.4537191500
0.5570474337,0.5944378769,-0.3881672476,-0.7873292391,-1.4488343028,-0.5546420619,0.0159645915,0.6170946013,0.2066722403,-0.4530730139
-0.0027242481,1.2011845182,-1.2225405879,-0.1721586676,0.0432153387,0.2406433280,1.1475938426,-0.6142844619,0.7280637893,-0.0696135151
-0.0076170390,1.2148750566,-1.2373943237,-0.7317229636,-0.9816816062,0.9066033472,2.7948041636,0.9008473047,0.2644329863,1.5252870107
0.5293115739,-0.6814158411,0.7802723584,0.5760588296,-0.0221532908,-1.4276315692,-0.4707078667,-0.5361464056,0.0076900944,-3.6462219443
0.2872924380,-0.8374496169,1.1201173702,0.5384250552,-1.9558867788,-0.7593627938,0.2242719378,-0.5116654029,-1.3434115052,-1.9536077151
0.5963455198,0.4961935757,-0.6610234383,0.0821996113,0.1585015344,0.3681263188,-0.0946375484,1.3487292058,-0.0191914118,0.5773485786
-0.0475728303,-0.4240425274,0.4745378873,-0.0947855026,0.2925451861,-0.3828073735,-0.2769338192,-1.3062002202,-0.3021742310,0.3687105834
-0.0181923883,0.4899514247,-0.4213934876,-0.1047820460,0.3478770341,-0.1182475296,1.4155145406,-0.6515769861,-0.0334254006,0.6612788341
-0.3923925484,-0.9202646308,1.2463557243,-0.0808039987,-0.4925120234,-0.7028400753,-1.4606700265,1.1879058117,0.2823184313,0.5924187743
0.2343957741,-0.1146966502,0.2994805716,0.2145608447,-1.0378209769,-0.0099371892,1.4281158449,-0.8045307986,-0.4250184236,-0.6655694987
0.2504654351,0.7135457499,-0.6035598193,-0.3389074844,0.6317717173,-0.1892371230,-1.1839120232,-0.1820312908,0.3548516920,-0.2692012344
0.2488300349,0.9063696885,-0.8363415129,-0.7251201541,0.2191427561,0.4938219045,2.6578002126,-0.5452761316,-0.2445633035,-0.4139961507
0.2527096523,0.9096619603,-0.6695198968,-0.4484332655,-0.6391448863,0.2550904295,-0.5850922054,-0.3596890184,0.6674419646,-0.7235219439
0.2528100720,1.0793163792,-1.1081197762,-0.0054640138,0.4722631151,0.3922620501,0.3211057075,-0.4624402428,-0.0375591288,-0.4881235740
0.2524593277,0.7881939239,-0.9053437890,-0.5852724003,0.1405263896,1.2921217303,0.0137719057,0.2187411502,0.1065876370,1.0557627311
0.2397852991,0.0056986063,0.1110709879,-0.5937187978,-0.7935377794,-0.8498184292,-0.3770451377,-0.3857031628,0.9534402637,-0.3546644552
-0.0028596345,0.7926742224,-1.0018339616,0.1013761010,0.4317695770,-0.2804517830,1.3784834003,0.2113945408,0.1612975672,-0.0906995228
-0.0058463289,0.7627664118,-0.7502447747,0.5717821333,1.0527169791,0.3043327324,0.5590783654,-0.0482130359,-0.1227446211,0.2428969167
-0.0051753700,0.5795131877,-0.3096234075,-0.0853698464,-0.3086270500,0.1460271407,0.3195043366,-0.3963939806,0.2629044390,-0.8954824340
-0.0057268534,1.0391096252,-0.9265692983,-0.4384273178,0.9513970144,0.0629190857,-0.5823711321,0.0657968148,1.0007705149,-0.4863199404
-0.0036427803,0.7817662093,-0.8239611568,-0.4685287428,1.8951149179,0.3498803001,-1.1308816974,0.4110377943,0.0875689551,1.5312000431
0.4199726367,-1.6126225186,1.5378315570,0.4073112559,-0.1490536521,-1.5005830533,-0.4117439636,1.6027418918,-0.1468745108,-1.0703635880
0.2542395457,0.6714033389,-0.4599137527,-0.0070555960,0.9942979405,-0.1992715826,1.2321615528,-0.5781405547,0.2126051670,-0.2869131031
0.2415057083,0.6378074443,-0.4047770560,-0.3546494593,-1.2660421317,0.0568977052,-0.2454725478,-0.3052496101,0.1683092969,-1.3838926830
-0.3889857359,-2.7436849054,2.2899489327,0.9768809596,-0.6096474610,-1.3991396081,-0.5376274825,1.4014095132,-0.5189990050,-2.2055873316
0.2550441119,0.8915082997,-0.8234104088,-0.6967049123,1.6305819786,2.1471224618,-0.1539946072,-0.7611618209,0.3109477215,0.9732655112
0.2542728494,0.9340620256,-0.6660651024,-0.3386042974,0.4947249456,0.6555781190,-0.4386532287,0.0287411958,0.3877726913,0.5452522159
0.2545551794,0.5395274249,-0.4971301422,-0.4363524401,0.8164465626,0.2152742226,-0.5541236629,-0.7281945989,1.0539670179,0.8184281407
0.2414454174,-0.4356182083,0.4627085670,-0.6438763325,-0.0155398811,-0.5111960305,-1.0489535540,-0.8438923336,-0.4999719022,-0.3325294153
0.2444690463,0.2759435317,-0.0302948097,-0.1510474142,-0.2460271888,-0.6354116478,0.1489324483,-0.3110963084,-0.5385076654,0.5843933514
0.2360041328,-0.6447550535,0.6780655842,-0.5428413222,-0.3562277043,-0.9344426677,0.0392459187,-0.0402685571,-0.2365640441,0.1621276405
0.2542627588,1.2519142690,-1.4099541392,-0.8285441182,0.5990202545,0.8952265016,-0.0649760773,-0.8249849053,0.8623834587,1.5145704106
0.2547390274,0.1057719273,-0.1704674997,-0.5267367953,1.6693957999,1.3936530561,-1.1203440863,0.4315645505,0.3092383315,-0.2638724542
0.2577661144,0.3693273768,-0.4376495533,-0.3622651880,1.3327349328,1.6045258405,0.2464611673,-0.5496112830,1.0591472990,0.2680314603
0.2557924045,-0.1799622960,0.2241191786,-1.0025240257,0.9141231951,-0.5616439621,-0.2426967712,-0.9460474035,1.5835493084,0.1387035671
0.2451733611,-0.1223315691,0.1554330977,-0.6319235380,-0.1221526941,-0.2462318465,-0.5166743065,-0.6186057570,0.5328199325,0.3893967674
0.2483120467,0.9746859246,-0.6732786919,0.2807988168,-0.3898827831,-0.0556073940,1.5548010981,0.1870962688,-0.3288477405,-0.2408081822
0.2537003901,0.9152712489,-1.0389312203,0.1442050097,0.0755558400,-0.0627176416,1.8270601507,-0.6357346163,0.0539701874,-0.0142460372
0.2540376202,0.9700441796,-1.0339545869,-0.4272852205,0.5281375935,-0.0812603810,0.4081160291,-0.0376666570,0.4620367300,0.6526578535
0.2507138015,1.3922724274,-1.4790009330,-0.2727550445,-0.8994848150,-0.3443245189,-0.7276694665,-0.1538270942,0.7291854796,-1.1605025417
-4.7302723797,-1.3040534093,1.7219395791,5.1133446988,-0.4065645548,0.3670768411,0.2637325290,3.0976689076,-3.7089268838,-0.8782438854
-0.0058624260,1.3861574810,-1.5341899703,-0.4385037691,0.7167946574,0.7919253440,-0.2467068650,0.6420826240,0.5504946354,0.4070821839
0.2564785236,0.6603357146,-0.7550435603,-1.2133672877,1.2266175278,0.7844650451,-0.1391346552,-0.7918631945,1.1979484657,0.8194023461
0.2518921591,-0.0327063955,0.0175932291,-0.2565265713,0.5554152659,-0.7385049926,1.6062517923,-0.7674156666,0.5376053883,1.2542858742
-0.0344475466,0.1412132751,0.0234634467,-0.0363288570,-0.2846250715,-0.3868252019,0.2834922604,-0.2194344883,-0.4434770759,-0.7260063315
-0.3255842588,-0.9080853935,1.2788952269,-0.1084135432,-0.8479843667,-0.4152879353,1.9485719490,-1.0239372454,-0.7194108383,0.2531392834
-0.5521724483,-0.8345766398,1.1046173405,-0.0483982581,-0.2296955100,-0.5511441243,-0.5216943746,1.6196227483,0.0277397549,0.6887915165
-0.2003888703,-0.9149378579,1.0466294049,0.0818918672,-0.6483818760,-0.8380720811,-0.4277736248,-0.5345068305,0.3187698667,-0.4157457135
-0.0066404454,1.2553229536,-1.4938301366,-1.1531055617,0.8802496189,1.2864522743,0.4073727206,-0.0002613234,1.5894703256,1.8809816475
0.0628362410,-0.4149316636,0.7271581962,-0.6383093622,-0.0303891549,0.2111415880,0.3158914433,0.8022796255,-0.9079538930,0.4295360325
-0.7292897353,-2.3048244430,2.3457059934,1.5005450277,-0.3195069383,-0.9120015715,-0.2939644062,1.4303650846,-1.5182438352,-0.1757880344
-1.6580073176,-2.0050181057,2.0832586390,2.7439732456,-0.0503605965,-0.8213840193,-0.3297196127,4.6387476780,-3.0501692146,-0.6160960053
-0.6685778174,-1.2140846188,1.5605169043,1.5397475661,-0.6732030135,0.0923980074,0.4180716314,1.4141827959,-1.7728920775,0.2700713278
0.1008540830,0.0147482420,-0.2056544914,-0.1369112727,0.7708808198,-0.2642760274,0.5356420669,-0.4273273926,-0.1540733996,0.9898452968
-2.9457434945,-2.7008782108,2.7197066601,4.6581001930,-0.4853557004,-1.3638298659,-0.9253549072,3.4040949025,-2.8875047462,-0.0345986415
-9.8353294934,-1.5016080709,2.3834960147,3.7002782485,-1.9298976030,-0.0202741861,-2.2562172425,3.1204841019,-2.7320514766,0.4915257347
-3.5842456502,-2.7591195544,1.4345560386,6.4640052036,0.1724011267,2.6463215632,-0.0589461017,4.7075413982,-4.3041149447,-3.1786114025
-0.1125790210,-1.7992298865,2.2361163897,2.5514482629,0.8995584738,-1.5109893627,-0.3835518189,2.7861858533,-1.6627711763,0.3033112054
-3.1257527757,-1.5703885989,2.0445952698,0.7038877977,-0.7834273224,-0.0194511233,-0.2413166910,3.9335904881,-1.8410982198,-0.3722557264
-0.0577857218,-1.0381909372,1.2550527063,1.6766370067,-0.3266972616,-0.2431040628,-0.4606076617,0.5082299024,-1.6970511625,0.3294017784
0.0633329098,-0.8102060821,0.9832486921,0.9513681484,-0.4422999332,-0.4651944351,-0.6389601646,-0.4290429155,-1.0303125302,-0.1714027867
0.2320461985,0.3876746323,-0.1032304368,0.0260185605,-2.2148850885,-0.3459097667,-0.4580935322,-0.3334803794,0.4712786358,-2.3341661364
0.5893480971,0.9840725516,-0.8905630338,-0.0428935076,0.0013232494,0.3597290363,0.9183833641,-0.2441607144,0.8872452693,0.7743754772
0.5950849876,-1.0375849597,-0.0401555034,0.2840703849,-0.6354553913,-0.6834388657,-1.0402330502,-1.2900940702,0.3553320208,0.2972655117
-0.0445072486,-2.0221109611,1.9780541735,0.3907153023,-0.2634827818,-0.9340348750,-0.2840353231,0.8717043379,-1.8292493842,-0.5574793920
0.2025044869,-2.0821716393,1.9197850496,0.3167674667,0.0782007288,-1.2229307057,-0.3875265694,0.4043476198,0.0742340300,-0.9470982458
-2.7241569741,-1.6885492602,2.0421652251,1.3171944054,-1.5013330916,-0.1905754373,-2.0234362186,0.4953563474,-2.3736616198,-0.0799505264
0.0074057755,-1.9637901689,1.9536146518,0.4144262042,0.0425801621,-0.4102194809,-0.4778712006,1.0029175749,-0.5770984888,-0.6702593837
-0.6528867467,-2.5848378537,2.4451106752,1.9697402931,-0.7310049808,-1.2419623581,-0.2430030335,0.7236545431,-1.6473887532,-0.4297373496
-1.6966925848,-1.1544885429,1.6776042240,1.1022269070,-1.2230758005,0.9966040376,-0.6228614871,0.8776634264,-2.0773962520,0.3491599744
0.0796859515,-0.6103750921,0.6627725922,-0.1175708594,-0.7043599778,-1.1282808746,0.3041602893,-0.4141892830,1.0398488613,-1.1385630870
-1.9209041242,-1.3046649350,1.5761603662,3.0065580099,-0.2703925085,-0.4362466664,-0.7385906627,2.9174364668,-2.6060592983,-0.1511327985
-0.6627929352,-2.3677523581,2.2282730721,0.8068486386,-0.0861617182,-0.9347569774,-0.8070310297,0.4161797243,-1.0946245431,-0.6731119341
-3.2432665454,-1.4785095370,1.7822306096,2.0673275279,-0.1457187520,0.6562028798,-0.0864520343,4.0005049078,-2.8037407049,-0.9975642515
0.2468952223,0.7018666081,-0.5946077216,-0.1326867075,-0.7279832405,-1.0723066609,0.4105541006,-0.4730753859,0.2688281948,-2.1777840126
-1.6584867841,-1.8848251606,1.9943085372,1.3337643043,-0.3021482470,-0.4707399955,-1.5848956929,3.4594678140,-2.6816765215,-0.5430157108
0.1017555645,1.1075950141,-1.1074548586,0.2399496771,-0.4587737638,0.2400939305,2.1134576429,0.1894968551,-0.1670319163,0.6083011424
0.0899827295,0.2847927388,-0.0902848665,0.4367134347,-0.1549678620,0.6446640876,-0.3702521969,-0.5663765273,0.1152577946,-0.9802777246
-0.5071221370,-3.2221298345,2.4671055494,0.5808150223,-2.0760842477,-1.4501105910,-0.8691412950,0.8067006194,-0.3350677676,-1.6997006199
-0.0566177392,-3.6726575589,2.7215485682,0.8271408617,0.5352817867,-1.6888646005,-0.8653031123,0.8266928500,-0.6253742480,-1.4517021213
