Label,wavelet.LHL_gldm_DependenceEntropy,log.sigma.1.mm.3D_firstorder_Minimum,wavelet.HHL_glszm_GrayLevelNonUniformityNormalized,wavelet.HHL_ngtdm_Contrast,wavelet.HHL_glrlm_ShortRunLowGrayLevelEmphasis,wavelet.HLH_glrlm_LowGrayLevelRunEmphasis,wavelet.HLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet.HHH_gldm_DependenceVariance,wavelet.LHH_gldm_LowGrayLevelEmphasis,wavelet.LHL_ngtdm_Contrast
0,0.8508002936652447,-0.3949872611202352,-1.4074281740757568,-0.5614866286256395,-0.8469241831078841,-6.543379644691535,5.191329637569305,1.932059150872197,0.4797126155741992,0.088556708942287
0,-0.6112926702956891,0.6503103779738184,-1.0269621087655196,-0.793256983448359,-0.6982053979032156,0.3280667418101338,-0.3347822662716552,0.4637004329745638,0.3646453943541294,-0.6049896017657037
0,0.6992962341866626,-0.9988031857879168,1.0035097428098856,-0.2798214887683828,-0.3750994036488752,0.1321816308344212,0.875873989667274,-0.9040809298850844,0.0078285795978216,-0.7209964433959157
1,-0.6058608766438016,0.7992958464535043,-0.4663971924617281,-0.2661379766665377,-0.7208555578404771,0.1763831322309127,0.0835120039824436,0.3809759964027975,0.1694843089617921,-0.7472901739379707
1,1.1468125515241343,-1.811495217454507,1.2853681854396857,1.9610566038894648,1.457469555728319,-0.0341160764285419,2.0856031712787595,0.4223974412295471,-0.2439501325644504,-0.7858491314204261
0,-0.4241445698112753,0.4345452368586805,-0.7523996988494722,-0.7076975602917226,-0.6442520307385124,0.5199211633503857,-0.6767207951130286,1.1833235376526954,-0.0759573180447221,-0.5572430814902312
1,1.5588882515893463,-3.597667112709691,0.1357721584910747,-0.1687799131013788,-0.367978658169972,0.0768089447963117,0.494113076653106,-0.2742812581327466,-0.1286323550534958,0.2981161838915359
0,0.5861677777182174,-0.5047235258046456,-1.3639959789668756,-0.7753815297025719,-1.0131963463803235,0.0830823626294933,-0.0045134522807391,1.122278691611651,0.2218194218558024,0.0139342294474434
0,0.1714040152422455,-0.0943752090576572,0.2472850016493936,-0.6302896881769489,-0.5820267597223965,0.1324771531592048,-0.0585108658108338,-0.3903188610067164,0.5641623815551459,-0.8133804819441229
0,-0.470472340005847,0.6391516000753608,-0.7523996988494722,-0.8002093352056975,-0.6667079660187107,0.0939842009801705,-0.3129361235783938,0.25883469939628,0.2013957314414687,0.3256943568579379
0,0.8668825501341945,-0.3807001337901609,-0.746679645358328,0.1656721196589745,-0.0796886447807754,0.4063720771889928,-0.5879540377503463,0.807704006466785,-0.1169769229982693,0.6033596759690636
1,1.0248690028425675,-0.2691805191120747,0.7812543777989855,-0.8605520198191295,-1.0935421489225174,0.1171337545921729,0.525721971391606,-2.431049639954716,0.2144302491057503,-0.6112173143616613
1,0.7961419648786037,-0.1664780316853779,0.5496267281925745,-0.395289749988064,-0.4511287576414783,0.2174485168948557,-0.3394078844558856,0.1957068321252682,0.26942542411887,0.7262567493254827
0,0.2266563826877085,0.6329466605008426,-1.0269621087655196,-0.8179924379977745,-0.6761075149160622,0.2203010749194631,-0.1254124416691178,-0.2357316957353843,0.0809737763504316,-0.4195653140746272
0,0.0823180056453404,0.5353844163940803,-0.4663971924617281,-0.2662194489243099,1.4043450225918226,0.3763806990158357,0.1860328139143587,-0.1126632616270689,-0.0566468072048081,-0.2458763772991091
1,0.8245268105659678,-0.6935348649322209,0.7572216353522225,-0.4003293124347931,-0.514610088237507,0.0694714247122982,0.2804713741877036,-0.9166801692389932,0.0499092234699133,-0.5570702521938408
1,1.4914914536473187,-0.0863515784697489,-0.3768301085537294,-0.8035672085427562,-1.0556909024259762,0.289560731598181,-0.2467562726259233,-0.1951150553678369,0.1875176403335272,0.1304161775435327
1,1.5738781226090215,-0.3037720229818254,-1.203982606991361,-0.6736314875568369,-0.980192422961152,0.1579834193529445,0.097434175916914,-0.535377288016138,0.1974398601125577,0.3733926618971336
1,-0.2923402869844429,0.4940035938836713,-0.3217159577349706,-0.8240877320112713,-0.768469650587785,0.1246168769904275,0.4469894473875687,-1.3656716974219352,0.1864286487237329,-0.7009928963379425
1,1.7755838949308618,-0.65497830271942,-1.2618416725494097,-0.1775484565921419,-0.9174867602288688,0.2153256495455646,-0.50237604156597,-0.1283332829661257,0.5669719178631353,0.4235606357253282
0,-1.3668456714946025,0.8632845061173561,1.2853681854396857,1.757137860193593,1.5308220541629494,0.6016801610361253,-0.6016315556039963,2.09440137521099,0.2092088964291637,2.794346365585028
0,-2.7233540641405694,0.2227252242427041,-1.0503189780884716,0.1094763415096736,0.16523092325899,-0.6972079353807855,-1.4610098406675645,-1.263388614330372,-1.361499875976422,0.546325352727958
0,-1.1503228116714368,0.4884240061660526,-1.3422798761571388,-0.7871419242860976,-0.6215336707052236,-0.021711050100152,-1.1290535133410362,0.2025962660137477,-0.3843533661396783,-0.6138120478204584
1,2.115695636983427,-3.3402758026349475,-0.3569118530583298,-0.7952570120362741,-0.6738407114515579,-0.0621111497253076,2.2354595776793458,0.0110517796842318,-1.0202484123187487,-0.5971153613813798
