Label,CT_original_shape_Elongation,CT_original_firstorder_10Percentile,CT_original_glcm_Imc1,CT_original_glrlm_ShortRunLowGrayLevelEmphasis,CT_original_glszm_SmallAreaLowGrayLevelEmphasis,CT_wavelet.LLH_firstorder_Kurtosis,CT_wavelet.LLH_firstorder_Skewness,CT_wavelet.LLH_glcm_Correlation,CT_wavelet.LLH_glcm_Idn,CT_wavelet.LLH_glrlm_ShortRunLowGrayLevelEmphasis,CT_wavelet.LLH_glszm_SizeZoneNonUniformityNormalized,CT_wavelet.LLH_glszm_SmallAreaEmphasis,CT_wavelet.LLH_glszm_SmallAreaLowGrayLevelEmphasis,CT_wavelet.LHL_firstorder_InterquartileRange,CT_wavelet.LHL_firstorder_Median,CT_wavelet.LHL_glcm_Imc1,CT_wavelet.LHL_glcm_InverseVariance,CT_wavelet.LHL_glcm_MaximumProbability,CT_wavelet.LHH_firstorder_Kurtosis,CT_wavelet.LHH_firstorder_Minimum,CT_wavelet.LHH_firstorder_Range,CT_wavelet.LHH_firstorder_Skewness,CT_wavelet.LHH_glcm_InverseVariance,CT_wavelet.LHH_glcm_MCC,CT_wavelet.LHH_glcm_MaximumProbability,CT_wavelet.LHH_gldm_DependenceVariance,CT_wavelet.LHH_gldm_HighGrayLevelEmphasis,CT_wavelet.LHH_gldm_LowGrayLevelEmphasis,CT_wavelet.LHH_glrlm_HighGrayLevelRunEmphasis,CT_wavelet.LHH_glrlm_LongRunLowGrayLevelEmphasis,CT_wavelet.LHH_glrlm_LowGrayLevelRunEmphasis,CT_wavelet.LHH_glrlm_ShortRunLowGrayLevelEmphasis,CT_wavelet.LHH_glszm_GrayLevelNonUniformityNormalized,CT_wavelet.LHH_glszm_GrayLevelVariance,CT_wavelet.LHH_glszm_HighGrayLevelZoneEmphasis,CT_wavelet.LHH_glszm_LowGrayLevelZoneEmphasis,CT_wavelet.LHH_glszm_SizeZoneNonUniformity,CT_wavelet.LHH_glszm_SizeZoneNonUniformityNormalized,CT_wavelet.HLL_firstorder_Median,CT_wavelet.HLL_glcm_Correlation,CT_wavelet.HLL_glcm_Imc1,CT_wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,CT_wavelet.HLH_firstorder_10Percentile,CT_wavelet.HLH_firstorder_Kurtosis,CT_wavelet.HLH_firstorder_Skewness,CT_wavelet.HLH_glcm_Idn,CT_wavelet.HLH_glcm_InverseVariance,CT_wavelet.HLH_glcm_MCC,CT_wavelet.HLH_glcm_SumEntropy,CT_wavelet.HLH_gldm_DependenceVariance,CT_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis,CT_wavelet.HLH_glrlm_LowGrayLevelRunEmphasis,CT_wavelet.HLH_glrlm_ShortRunLowGrayLevelEmphasis,CT_wavelet.HLH_glszm_GrayLevelNonUniformityNormalized,CT_wavelet.HLH_glszm_LowGrayLevelZoneEmphasis,CT_wavelet.HLH_glszm_SizeZoneNonUniformityNormalized,CT_wavelet.HLH_glszm_SmallAreaLowGrayLevelEmphasis,CT_wavelet.HHL_firstorder_InterquartileRange,CT_wavelet.HHL_firstorder_Median,CT_wavelet.HHL_firstorder_RootMeanSquared,CT_wavelet.HHL_glcm_ClusterShade,CT_wavelet.HHL_glcm_Correlation,CT_wavelet.HHL_glcm_InverseVariance,CT_wavelet.HHL_glcm_MaximumProbability,CT_wavelet.HHL_gldm_DependenceVariance,CT_wavelet.HHL_glszm_GrayLevelNonUniformity,CT_wavelet.HHL_glszm_SmallAreaEmphasis,CT_wavelet.HHL_glszm_SmallAreaLowGrayLevelEmphasis,CT_wavelet.HHL_ngtdm_Busyness,CT_wavelet.HHL_ngtdm_Contrast,CT_wavelet.HHH_firstorder_Kurtosis,CT_wavelet.HHH_firstorder_Skewness,CT_wavelet.HHH_glcm_Idn,CT_wavelet.HHH_glcm_MaximumProbability,CT_wavelet.HHH_gldm_DependenceVariance,CT_wavelet.HHH_gldm_SmallDependenceLowGrayLevelEmphasis,CT_wavelet.HHH_glszm_GrayLevelNonUniformity,CT_wavelet.HHH_glszm_HighGrayLevelZoneEmphasis,CT_wavelet.HHH_glszm_LowGrayLevelZoneEmphasis,CT_wavelet.HHH_glszm_SizeZoneNonUniformity,CT_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized,CT_wavelet.HHH_ngtdm_Contrast,CT_wavelet.LLL_glcm_ClusterShade,CT_wavelet.LLL_glcm_Correlation,CT_log.sigma.1.mm.3D_firstorder_90Percentile,CT_log.sigma.1.mm.3D_firstorder_Skewness,CT_log.sigma.1.mm.3D_glcm_ClusterShade,CT_log.sigma.1.mm.3D_glcm_Imc1,CT_log.sigma.1.mm.3D_glcm_InverseVariance,CT_log.sigma.1.mm.3D_glcm_MCC,CT_log.sigma.1.mm.3D_glszm_LowGrayLevelZoneEmphasis,CT_log.sigma.1.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,CT_log.sigma.2.mm.3D_firstorder_Kurtosis,CT_log.sigma.2.mm.3D_firstorder_Skewness,CT_log.sigma.2.mm.3D_glcm_Correlation,CT_log.sigma.2.mm.3D_glcm_Imc1,CT_log.sigma.2.mm.3D_glcm_InverseVariance,CT_log.sigma.2.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis,CT_log.sigma.2.mm.3D_glszm_SmallAreaEmphasis,CT_log.sigma.2.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,CT_log.sigma.2.mm.3D_glszm_ZonePercentage,CT_log.sigma.3.mm.3D_firstorder_90Percentile,CT_log.sigma.3.mm.3D_firstorder_Kurtosis,CT_log.sigma.3.mm.3D_glcm_ClusterShade,CT_log.sigma.3.mm.3D_glcm_Imc1,CT_log.sigma.3.mm.3D_glszm_SizeZoneNonUniformityNormalized,CT_log.sigma.3.mm.3D_glszm_SmallAreaEmphasis,CT_log.sigma.3.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,CT_log.sigma.3.mm.3D_ngtdm_Busyness,CT_log.sigma.3.mm.3D_ngtdm_Strength
1,-0.269375922,3.169453817,1.015929115,-0.883288379,-0.606034414,-0.787113062,0.389676653,0.575169,-0.78945859,-0.464627068,1.390346732,2.081005368,0.544498214,2.17465645,-0.556560803,-0.089692939,-1.339268925,-1.425090146,-0.930197903,-2.138416581,2.75073276,1.190778643,-0.89224594,2.482758524,0.041236989,1.859891543,4.101946861,-3.917252876,4.190749899,-2.641117302,-3.95657924,-3.530736466,-2.195936095,4.681111014,4.881838327,-2.416237632,2.811734792,0.309138542,0.211422325,0.78834512,0.391612105,0.900741053,-0.876401455,-0.287927643,-0.746723384,1.750665878,-1.224424045,0.357964423,0.867090476,1.043473867,-1.419108686,-1.672240794,-1.617209745,-1.796394819,-1.242343078,0.002344914,-0.174923906,1.320788606,0.730187703,3.384802806,1.799812041,3.387283009,-0.089472744,-1.63100389,0.555754612,0.011646988,0.407018895,-0.580369249,-0.482278199,-0.359141012,-0.555196637,-0.210680011,1.731682049,1.63719076,1.932588523,-0.194681643,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,-1.446033691,-0.36322184,-0.199801174,0.95744442,0.825552835,0.391565121,0.694091718,0.246410999,-0.07620911,0.198715344,1.22808604,-0.140065912,0.653331358,0.152782832,1.196849261,0.843456099,0.299944132,0.280368586,0.023069992,0.137778295,-1.375794516,-0.503019133,0.131750834,1.135148813,0.489006071,1.804375758,-0.343998868,-0.106551792,-0.4133021
1,1.561528133,-1.259794519,-0.036998967,-0.428881474,0.002684412,-0.476734315,0.660704809,-1.307101239,-0.511420735,2.456958405,0.277212877,-1.482600714,-0.994264412,-0.372171811,0.008891305,0.442698652,1.039523532,0.005013228,-0.745930995,0.16523849,-0.214515215,0.220891602,1.502033759,0.092241016,-0.337620204,-0.904458772,-0.282379591,0.313583883,-0.265171118,-0.742295607,0.276177132,0.678297681,-0.205027394,-0.232887579,-0.32111499,0.275203645,-0.261904793,1.237603888,0.421261341,-0.476878142,-0.143314168,-1.08217928,-0.174664594,-0.349160247,-1.227355361,-0.951302723,0.499049199,-0.494635927,-0.372060061,-1.186450411,0.021431111,0.621080791,0.693382915,0.803805668,1.329715708,1.894425978,1.492369345,-0.321113688,-1.166779852,-0.767029624,-0.196180749,-0.911550473,0.732782433,0.435244885,0.248266253,-0.240763741,1.765822292,0.545270408,-0.487497839,-0.715159424,-0.248563715,0.622013425,-0.598075361,-0.80258293,-0.186189874,0.26993088,0.0961004,-1.505786333,1.615472867,0.792096512,0.854626845,0.558590191,-0.23168652,0.453729909,-0.115027289,0.352902859,0.406893244,0.478340628,0.902098395,-0.471624132,0.240645697,1.432937937,-0.699714701,1.122269437,-0.03326693,0.138305442,0.249549818,0.08884614,-0.743691733,0.789312184,-0.422345967,0.521722752,-0.616819137,0.16770482,0.402778195,0.259699903,-1.205103471,0.652999149,-0.197228701,-0.33422119
0,-0.105282431,-0.315329203,0.15551019,-0.051524805,-0.46340353,-0.665508943,-0.083915677,0.329904765,0.247346677,0.623232515,-0.800494235,-0.634704152,-0.609877963,0.260403864,0.56158129,0.012763475,0.410087815,-0.641098611,-0.604120611,0.583851502,-0.711640853,-0.491964144,-0.044746001,-0.608528147,-0.66130299,0.320046451,-0.277923256,0.303657635,-0.286889872,0.129920515,0.325736402,0.189214477,1.422071752,-0.498243503,0.172373556,-1.150712555,-0.101074815,0.173372383,1.576215843,0.143853552,-0.318945689,1.71187719,-0.626870607,-0.400333381,0.497315201,0.563560145,0.156003706,0.614227981,-0.341942478,-0.608328796,0.577411756,0.715224385,0.582495588,-1.031536087,-0.598593504,1.857997766,0.836800865,1.946488787,-1.55812343,-0.196303804,1.392182351,-0.063601839,-1.409516555,-2.299038012,1.089042781,-0.107818127,-0.320757104,-0.483434064,-0.425221881,1.087603246,-0.827902173,-0.192351482,-0.888890948,1.106686478,0.074080071,-0.08661112,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,0.477502943,0.202675456,-0.49537171,1.115317569,-0.212650179,-1.060564766,-0.581697351,-0.696197638,0.75144905,-0.636693436,-0.553906904,-0.845092389,0.644678484,-0.437536936,0.83790168,0.729371367,0.719746216,2.03854668,0.731867234,0.238817469,-0.389765552,0.402644446,0.190105751,-0.236377107,-0.309201811,-0.345888732,-0.424550905,-0.327781733,-0.371993937
0,-0.023596183,1.09953129,0.777056373,-0.646567665,-0.382764739,-0.610530025,0.134534926,1.078043418,-0.20258699,-0.281320818,-0.68585718,-0.2983983,-0.552444614,1.658156306,-0.879055433,0.43157718,-1.820230788,-1.649768556,-0.306286556,-1.03177933,0.952053975,0.468126037,-0.248319066,-0.277333913,-0.383003491,-0.135586225,-0.238229361,0.215241583,-0.30256629,0.453395037,0.361507872,0.136387474,-0.205027394,-0.232887579,-0.32111499,0.275203645,-0.261904793,-0.890859122,-0.476949247,0.326086883,0.783090268,-0.428183078,-0.247757039,-0.455331151,0.26596416,0.65598149,-0.100193211,-0.850125698,0.10198873,-0.12304184,0.540542427,0.640150871,0.572404119,-0.784662676,-0.93369602,0.444127992,-0.593349388,1.083805813,1.076282583,1.135652178,-0.142208618,0.909714466,0.308858816,-1.713737431,-0.7217139,-0.156394409,-0.230160776,-0.210629057,-0.392892519,-0.150045058,-0.400343738,-0.016057935,0.440264609,-0.628507569,-0.059420221,-0.239337044,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,-0.232425513,-0.200576393,0.486828288,0.419725955,0.524112609,0.43649583,1.274750676,0.467193941,-0.296522601,-0.743934282,-0.534223637,-0.585803961,0.127686157,0.535826978,1.219768086,0.222002174,-0.694813233,0.07676975,-0.795151796,0.308906534,0.102904864,-0.642167636,-0.102392842,1.043312872,-0.814760683,-0.532682712,-0.637533557,-0.630946831,0.541893871
0,-2.264700518,-0.73794987,-1.614575969,2.683561385,-0.86762865,-0.63713724,-0.326251323,0.246907766,0.391968098,-0.059805412,0.931535054,1.357282559,3.285393661,-1.176727466,0.519846631,0.59250424,-3.017882107,4.302287937,-0.723993308,0.85616053,-1.003464925,-0.644598624,-1.740893142,1.350424896,2.887064479,2.707222649,-0.417241505,0.61398167,-0.221381729,0.221337595,0.176255664,-0.115208983,-0.205027394,-0.232887579,-0.32111499,0.275203645,-0.261904793,-1.600346789,-0.071573963,-0.806351787,0.085324844,0.610742945,0.749890465,0.158886368,-0.770179319,-0.113470701,-1.381190365,0.230441622,0.039367528,1.483417343,0.195131472,0.634566758,0.748241601,0.404818329,0.906428322,-1.420540841,0.093630662,-1.24449184,-0.150517279,-0.409714037,-0.231387267,1.000819868,-1.333665844,1.044819949,1.255130254,-0.242297729,-1.707769211,-0.488665789,1.096671128,2.227392084,-0.461189405,0.843685986,1.516708074,-0.238625733,2.226165122,0.124018268,0.38490096,0.046429538,-0.068584082,-0.196230736,-1.284198038,-0.944451114,-0.108747335,0.699904575,-1.091033222,-0.783690568,0.411227933,-0.502301471,-2.62944508,-0.729373437,2.970084857,3.728547643,-0.350047496,-0.695612399,-0.079671006,-0.693197014,0.382772728,-0.193169258,-1.241841785,1.253467895,-0.019111812,-0.397915172,-0.813982765,0.10694961,-0.775559528,-0.473287828,-0.168745305,1.533507437,-0.44052428,-0.122707572
0,-0.100723168,-0.554201754,0.417083281,-0.762299728,-0.245130721,-0.243170943,-0.78225126,-0.678717041,-0.546513143,0.041422408,0.535948115,0.548283902,2.013523125,0.943440059,-0.228826099,-1.27554217,0.036755983,-1.026508474,-0.691970191,0.232185322,-0.288385418,1.115019973,-1.278003962,2.279564173,1.649394288,0.842226823,-0.353952183,0.473008048,-0.259730851,2.117665254,0.263763179,-0.519105125,0.518127788,-0.350823546,-0.650107354,1.225814445,-0.261904793,-0.181371455,0.055970499,0.180589823,-0.168666274,0.866403803,0.476596199,-0.213716942,-0.978657991,-0.59267906,-0.305764111,0.937338015,-0.569413416,-0.117887988,0.639548449,0.575885992,0.405740505,0.315046175,0.588962778,-0.559924457,0.983917649,1.550402868,-0.393329129,0.38940561,0.769963815,1.718235632,-1.102750173,-1.724437752,0.62115655,-0.155943237,0.568239735,-0.276223944,-0.445280948,0.209601148,-0.680493903,0.87931955,0.348267104,2.193068956,-0.435093562,-0.244346822,0.0961004,1.598645408,-1.752641031,-0.196230736,-0.700882164,-0.534430874,-0.141970978,-0.916215062,-0.278028813,-0.593841222,-0.217059519,-0.42796768,-0.080063624,0.193563727,-0.230742265,0.035225293,-0.862252393,0.605490767,1.060609346,-2.090386575,0.379092817,-0.320961511,0.284316201,1.633105072,-0.659591871,-0.285634771,-0.940808265,0.473754954,-0.686789467,-0.887585241,-0.745675986,-0.395520358,0.123929908,-0.349028696
0,0.704879025,0.763272238,-1.775359996,1.377428406,-0.633438634,1.093658401,-2.589263996,-1.307225152,0.458864804,-0.211829124,0.535948115,1.106832873,0.784223598,-0.888099426,0.219802344,1.270574659,0.46008041,1.933502843,-0.542066814,1.196470967,-1.160834941,1.229605605,-0.067988572,-1.665638132,2.346494321,0.86825723,-0.527385951,0.859322593,-0.330515747,-0.040006874,0.425284753,0.390634547,-0.205027394,-0.232887579,-0.32111499,0.275203645,-0.261904793,1.237603888,0.706034215,-0.95023861,-0.538841626,1.538414687,-2.39726031,-0.120386202,-3.447799087,0.237343735,0.795811619,1.210578098,0.420961234,0.468763621,-1.729222759,-1.531850706,-1.280365924,-0.784662676,0.383198077,-0.559924457,0.76232829,-0.453627277,-0.737495026,-0.932872393,-0.244012353,-0.854951721,0.459076233,0.652063946,-0.605782034,-0.279113438,-1.481228588,-0.113126737,-0.346517548,0.197491549,-0.529756513,1.133420721,-0.254720611,-0.537415144,-0.719814035,0.150259784,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,0.02554915,0.408812796,0.249783612,-0.049792001,-1.120813298,-1.210651151,-1.501883414,-0.369142026,1.0803139,-0.339043684,-0.126517792,-1.160011142,0.148376434,0.542544159,-1.813963365,0.770962479,0.030259787,0.913962718,0.865275956,1.065738768,0.375969752,-1.280410689,0.124264563,-0.536243704,-0.250204605,-0.41474938,-0.581020814,-0.560375299,0.325019371
0,0.579482809,-1.142195725,-1.088350547,2.620670779,-0.051892704,-0.554345068,1.070148984,-0.879749584,-1.255893108,1.93973012,1.208659743,0.918701459,4.418140312,-0.472057574,0.338248418,-0.93422685,0.154074612,0.343213619,-0.932690368,0.920365899,-0.927354043,-0.419333494,1.303824004,1.450901925,0.318389348,-0.342955125,-0.167602446,0.057923863,-0.194700687,0.093181612,0.115373125,0.314747164,-0.205027394,-0.232887579,-0.32111499,0.275203645,-0.261904793,1.237603888,-0.073699127,1.294266548,0.049828922,-1.526581784,1.173384726,0.22272059,-0.810402767,-1.335602184,1.361483513,-0.805420462,-0.475120737,-1.165704195,0.071733709,0.581849685,0.741031872,0.490999591,0.14451102,0.966235265,1.242013452,-0.984589514,0.575280249,0.129119806,-0.265094934,-0.77466395,0.46433339,0.635501477,-0.479678182,-0.269909511,-1.529312346,-0.850700242,-0.244869469,-0.425672672,0.145903042,-0.120447032,-1.178068829,-0.837086272,-0.888511107,-0.154501009,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,0.906454534,0.637452482,0.45809272,0.705811233,2.032502032,0.822840409,-2.295452276,-1.199280397,2.022668286,0.289584383,1.335998239,1.002764468,-0.169380046,0.626298676,-1.25394899,0.398872609,-0.909265098,1.301765318,0.250272196,0.384480357,2.014572924,2.448417694,-1.594241578,-0.253807377,0.894836951,1.004494313,-0.263217461,-0.740948176,3.179611095
1,0.991948401,-0.361266232,0.423420428,0.794864903,1.34788956,-0.537915332,-0.143376238,-1.536992387,-0.306666282,-0.052492185,0.859367168,-0.20596472,2.327171468,3.08482026,-3.119888981,-1.733797735,-3.010333822,-1.614555883,-0.892452196,0.157033406,0.00586865,1.086976128,0.272125905,1.411636021,0.676191979,-0.20808414,-0.273481579,0.293764035,-0.186727236,0.322228484,0.097178784,0.026043255,-0.205027394,-0.232887579,-0.32111499,0.275203645,-0.261904793,1.237603888,-0.064370461,-0.82440942,0.605767305,0.158944846,1.023329541,0.47565455,-0.822154419,-0.635438315,-0.209804995,-1.002494678,0.064789337,-0.20916956,0.395916557,0.490483616,0.54662201,0.315046175,0.588962778,1.448180441,-1.010350082,0.291361179,-0.595322137,0.664474703,-0.160536709,0.271236106,-0.683881873,0.940833231,2.814193479,-0.207992183,-0.166929558,-0.489934209,-0.409109719,-0.180144394,0.079279715,0.357410618,-0.384723855,-0.043855254,-0.197272021,-0.031625323,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,0.193810452,-0.106835961,0.24103131,-0.934952346,0.071690233,0.330705221,0.30126218,0.877506013,-0.888090899,-0.096040197,0.506266162,-0.701048026,0.986354564,0.472448942,-1.042812507,1.571024841,0.825891114,-1.905248924,-0.899377221,-0.357288789,-0.885039573,-0.276764873,0.329949146,0.79672681,-0.107431342,-1.217944282,-0.629228263,-0.375755979,-0.062563739
1,-2.415157945,-0.606569967,-0.89463686,-0.590058016,-0.59174404,-0.044265422,-1.128167718,0.708932695,0.684573953,-0.57983295,-0.232172127,0.620761091,0.037399692,-0.006224063,0.043012711,0.267006859,-0.037895814,-0.504804662,1.66546828,-0.273387963,0.343601642,1.324958692,-0.312417375,-1.084400921,-0.834943814,0.933485903,-0.198597682,0.126964114,-0.20715271,0.037386201,0.143786958,0.137394685,0.055308469,-0.275344527,-0.518510408,0.845570125,-0.261904793,-1.316551724,-0.005331641,-0.430744193,-0.291327256,0.586950857,0.071410089,-0.23376154,0.386560656,-0.977185874,0.557135482,-0.075180529,-0.453702174,-0.547791457,0.290564013,0.626439603,0.678443236,0.315046175,0.588962778,-0.783047225,0.553784849,0.435655811,-0.173022145,0.168485087,0.066810954,0.352089428,-0.048879062,-0.848805012,0.807052127,-0.100513423,-0.10580963,-0.276197643,-0.435919982,-0.436572248,0.775438862,0.742731921,-0.017766602,-0.554814712,0.465999024,-0.021336758,0.904741969,-0.884899985,0.941850088,-0.196230736,-1.634187563,0.107948514,2.398514972,1.161349486,0.782572027,-0.261706876,-0.758026139,0.052114559,-0.489461925,0.187669451,-0.71313842,-0.692601152,0.008977909,-1.036195403,1.181888533,-0.767019815,-0.431021966,-0.690247855,-0.857921273,-0.851082577,-0.28207372,0.323934916,-0.342324886,-2.278549835,-0.776842533,-1.032893552,-0.287394272,-0.570743092,-0.673841745,0.70259167
0,1.052012335,-0.324516609,-0.003506092,3.780050774,0.349504246,-0.63432478,-0.274548817,-1.261154488,-0.945609484,1.190590345,0.535948115,0.727577717,-0.638579272,-0.840807912,-0.460499154,0.425460441,0.321355941,2.12433832,-0.323077539,1.092972287,-1.149512243,-0.130198012,0.154852872,-1.022499642,2.315537249,-0.739905201,-0.013835199,-0.284584549,-0.195444645,-2.031748121,0.117070736,1.363265241,0.518127788,-0.350823546,-0.650107354,1.225814445,-0.261904793,-0.181371455,-1.257438097,-0.029123348,-3.625926909,1.343194694,-1.241938777,-0.743126133,-0.083442926,-0.654443174,-0.167154785,1.141552799,-1.50846685,-0.966149361,-1.07808582,0.573740766,1.265565611,0.315046175,0.588962778,1.448180441,-1.008032169,-0.704635979,-0.054625754,-0.162819735,-0.240270234,0.091261606,-0.468216833,0.948552759,-0.346545959,-0.279113438,-2.045977786,-1.050484575,-0.178922574,2.30260674,-0.520970327,0.757688105,0.714685345,1.142422453,1.388279506,0.708066533,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,0.040517998,-0.136000104,-2.490676048,-0.553955609,-0.528525134,0.167687379,-0.858958195,1.152174401,0.005081034,1.085929965,1.996719793,-0.939457843,0.361639165,-2.087219006,0.089245299,0.825011881,0.517953033,0.895611713,1.94212585,2.524400879,-1.259513271,0.531868147,0.122708367,3.246637987,0.642128284,0.384162619,-0.007653141,-0.031933481,-0.498784423
0,-0.270217457,-1.068696479,0.713581525,1.764003711,-0.037426876,0.588156847,-1.235165104,-3.445021182,2.109774032,-0.27824028,1.186613665,1.825228301,1.479184422,-0.857263979,1.082914267,1.164035903,-0.433122088,3.085903465,-0.611986435,0.863146934,-0.808460788,-0.412147213,-0.420299259,0.674107398,1.703668833,-0.537274023,-0.519946384,0.842751352,-0.452886024,-0.453787226,0.704517202,0.812814321,2.137995377,-0.615000109,0.271071266,-1.435895794,-0.261904793,-1.316551724,2.050587823,0.221404874,-2.155024754,1.394964353,-2.385023086,-0.456601913,1.023056404,0.550826419,1.700820738,2.189049009,0.445074132,-0.685513805,-1.714660007,-1.657225641,-1.470712821,-1.092581154,-1.464568957,-0.800897045,0.052478766,-0.045266302,1.492153772,2.297200408,-0.169350381,0.028338805,0.862229877,1.118637985,-0.839185017,-0.233093802,0.261639734,-0.269764013,-0.298187107,0.44366138,-0.797273022,-0.573293422,0.525651857,2.385118937,-0.281702727,0.254334122,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,-1.271772233,-0.044614797,-2.853319725,1.424542084,-1.7802932,-0.843233368,-1.602848178,0.383668876,0.876489114,-0.691631228,-0.081707611,-0.456096139,-0.913225151,-2.078703554,-0.625297378,0.317224733,-0.016141654,0.085771858,-0.287518212,1.124674605,-1.213552653,0.496629306,0.101323448,1.242771082,1.177528008,-1.519401089,-0.210439632,-0.304606782,-0.466786643
0,-0.097925968,-0.287766986,-0.584102772,-0.149857937,-0.617608951,0.392214226,-0.901021375,-0.623341211,-0.326962555,0.147368917,0.277212877,-1.449071371,-0.562558349,2.803480139,1.009324225,-2.683239772,-2.742866548,-0.857073555,0.054962091,0.267707554,-0.339771142,0.531192251,-0.074561742,0.214725003,-0.332452208,-0.165540244,-0.229989842,0.196888484,-0.246418803,0.058157585,0.233386879,0.212886395,-0.205027394,-0.232887579,-0.32111499,0.275203645,-0.261904793,-0.890859122,-0.00450101,-0.141044994,-0.435699791,0.566103757,0.614228011,0.63155722,-0.021755453,-0.982200272,0.568388685,-0.485387119,-0.331735481,-0.699537944,0.05441664,0.541040755,0.655247035,0.315046175,0.588962778,1.448180441,-1.010380115,-0.22518532,0.870935085,1.693096324,0.789046933,0.39458645,-0.613997521,-0.668408542,-0.255859935,-0.26495355,0.793671219,0.835646552,-0.507859857,-0.668013916,0.115485252,-0.447033758,0.204037128,0.830986362,0.581816156,-0.073797527,0.0961004,1.598645408,-1.752641031,-0.196230736,-0.700882164,-0.348128581,-0.115433271,0.310807699,0.307502598,-0.095166739,-0.380459614,-0.121391208,0.521255596,0.444412378,0.85425872,0.738475832,-0.777404139,0.822475153,0.808332726,-0.425634437,0.228998751,-0.375998502,-0.191357078,-0.654247952,0.334102101,-0.029132184,-0.14774641,0.293776623,-0.027548671,-0.473287828,0.059006779,1.528252479,-0.667967757,0.732884533
1,-0.07823283,0.833096522,0.746992558,-0.522159616,-0.13871523,-0.548288015,0.500475601,-0.329226544,0.604415631,-0.086196834,0.586482344,0.923712986,1.588320564,-0.08833464,-0.719306019,0.980157704,0.801624781,-0.557451556,-0.321340725,0.141713544,-0.193650599,-0.023587335,0.038349886,-0.738695215,-0.613382551,-0.166552614,-0.192340809,0.113027257,-0.227920268,-0.03701892,0.191175726,0.15507998,2.137995377,-0.615000109,-0.913301245,1.986303085,-0.261904793,-1.316551724,-0.615392847,-0.687901037,0.343942381,0.702501513,0.097775159,-0.271655948,0.822139605,0.236831353,1.159358264,0.583591406,-0.89341554,-0.114984527,0.302333914,0.560712151,0.665113971,-0.662472803,-0.288966619,-1.229292754,-0.549902486,-0.150444767,0.156218793,-0.268766606,-0.259517982,0.255133997,0.215016242,-0.122782165,0.348586954,0.016302933,0.354689732,1.850591703,0.042159138,-0.225157706,-0.19065965,0.638493846,-0.348851387,-0.946764824,0.068163257,-0.189369516,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,0.258583253,-0.177283359,0.429335599,-0.67244858,0.203054786,0.328453785,0.876723598,0.807036386,-0.992455899,-0.443621246,-0.305483402,-0.627212134,0.62691375,0.107070295,0.573601376,0.638020758,0.717092132,0.311866781,-0.443616582,-0.457389419,-0.572895554,-0.427872702,0.141071427,0.521614427,-0.749911018,-0.447728702,-0.22175302,1.812269438,-0.646424063
0,-0.3494247,0.567580494,0.922352942,-0.210946808,-0.172594224,-0.608672585,-0.412143444,-0.009663204,-0.213716687,-0.18102925,-0.033269415,0.77733124,-0.509533912,-0.26928325,-0.16932529,0.648817651,0.807082837,-0.24673348,-0.259686449,0.514772116,-0.467848668,0.145636612,0.331316554,-0.792078554,-0.801924888,0.222833029,-0.216194109,0.166159218,-0.17953918,-0.332112535,0.080776613,0.139270968,0.518127788,-0.350823546,-0.650107354,1.225814445,-0.261904793,-0.181371455,0.322646186,-0.000935229,0.256721829,1.04727898,-1.164980754,-0.471997475,0.164644974,1.395927774,0.031978033,0.752940015,-0.162641111,-0.603962571,-1.476766213,-1.736518627,-1.7229031,-1.749713304,-1.55099013,0.546582323,0.523952851,0.525359875,-1.003172367,0.588486475,0.153078288,-0.100691482,0.005907082,-0.639473799,0.533804716,-0.201080143,0.063887276,-0.755129126,-0.452848097,-0.11397172,-0.598709366,0.189740546,-0.304999482,0.847206594,0.597978509,-0.059447233,-0.481500721,0.046429538,-0.068584082,-0.196230736,0.465749591,0.208135816,0.025025384,-0.624814053,-0.050878929,-1.00000738,-1.664141203,-0.229279881,0.694773658,0.331966753,-0.761127933,-0.40645704,-0.435921364,-0.893989941,0.229899845,0.190186247,0.249971159,0.017577271,0.40113599,-0.612498184,-0.182762032,-1.168526894,-0.678790863,0.170469772,0.849702837,-0.231993728,-0.983388614,-0.568094123,0.008241414,-0.436476792
