Label,log.sigma.2.mm.3D_glcm_ClusterShade,log.sigma.3.mm.3D_glrlm_LongRunHighGrayLevelEmphasis,log.sigma.1.mm.3D_glcm_Imc1,log.sigma.3.mm.3D_firstorder_Skewness,wavelet.HLL_glszm_ZonePercentage,wavelet.LHL_glcm_Correlation,wavelet.HLL_firstorder_Skewness,wavelet.HLL_firstorder_90Percentile,wavelet.HLH_glcm_InverseVariance,wavelet.LLH_glcm_Correlation
1,4.51e-05,0.120081528,-1.053994197,-0.580990405,-1.381174259,-0.042106355,-0.800794517,-0.983571733,1.022699463,0.020694309
0,0.333995681,-0.535477399,0.54049535,1.789731501,0.802656525,-0.440414309,0.108364541,-0.835736837,0.361273109,-0.096690646
1,0.288319912,-0.395823057,-0.757064807,-0.119007655,-0.775783973,-0.04979452,0.487398382,-0.179245934,2.330031374,-0.305147748
1,0.072978762,-0.108864561,0.289972792,-0.639200733,0.031109466,-0.000963897,0.796642646,0.088406678,0.173724763,-0.114091448
0,0.322266454,-0.404733929,0.30773542,-0.146069857,-0.810294016,-0.546668817,0.375863611,-1.325309808,0.840887725,-0.943106246
1,0.075829571,-0.172458306,0.029096673,-0.545697812,-0.116825061,-0.181073068,1.661597446,0.716686947,0.276124572,-0.733856011
0,0.322422673,-0.440246256,0.82169835,-0.944279557,-0.334332365,-0.671812626,-1.551495391,-0.877820555,0.172983402,-0.347774548
0,0.328167165,-0.513043479,0.858324846,0.373607561,0.199181627,-0.984982689,2.543336175,-0.32586414,0.548819946,-0.865897557
0,0.330828347,-0.501655304,1.007767404,0.442331311,0.730320891,-0.443583771,1.271435781,2.061857349,0.2353891,0.175577821
1,-2.115837403,1.210988638,-1.201827121,-1.223013172,0.72605444,0.88838288,-0.658750652,-0.298749563,0.867765003,1.867519984
1,-13.19145379,8.842403147,-1.535147699,-1.912860879,-0.130653785,3.43390012,-2.33708638,-1.665474842,0.855256237,3.640768297
0,0.092541141,-0.228440228,0.856807838,1.208661205,1.271518365,-0.768155449,1.065959281,2.107186317,-0.929493709,-0.132421103
0,0.259525887,-0.259693795,-1.212082823,-1.014494873,-0.853813762,-0.299009189,0.568159066,-0.38850023,-0.363044071,-0.418860071
0,0.304000386,-0.262979353,-0.160299719,-1.029586565,-0.000671872,-0.919592204,1.436907472,1.335378897,0.527919729,-0.613353821
1,0.261549223,-0.248046486,-0.733032177,-0.651355202,-0.442360764,0.21730339,-0.149897554,0.181788009,0.846928877,-0.494707201
0,0.33145162,-0.566192855,-0.217042754,1.517510615,2.63599954,0.79038363,-0.868355539,0.411945387,-1.693407492,-0.337645354
0,0.092908572,-0.207815243,0.657395862,-0.300186877,0.160882979,-0.339820671,0.344426819,0.266128704,-0.66101447,0.14287037
1,0.111032068,0.044127317,-2.088682382,-0.513887416,-1.363612129,0.270368377,-1.08527966,-1.160675797,0.992789754,2.090781804
0,0.084341469,-0.231068554,0.199507648,-0.1574363,0.115047229,-0.604811887,0.289094876,0.108577084,-0.137745916,-0.168110737
0,-0.002520597,0.147386459,-0.893397883,-0.648144442,-0.948008356,-0.459862264,-0.385816549,-1.543742527,0.979068426,-0.51814939
0,0.327568888,-0.369923205,0.84770448,-0.700583051,-0.388754016,0.307194322,1.0949178,0.706667755,-0.374862293,-0.730443766
0,0.091345643,-0.332865945,-1.942699444,0.167106864,-0.290059473,-0.232060589,-0.885075516,-0.254786144,-1.261835053,1.425523329
1,0.089213462,-0.282941702,0.161604816,0.430910589,-0.106042837,-0.31036873,0.560641732,-1.078464529,0.71275515,-0.580939956
1,0.279326238,-0.325167955,-0.871230829,-0.460987383,-0.505493985,-0.594679746,-0.675292661,-0.251510827,0.17644101,-0.599992623
0,0.331043637,-0.369477138,-0.712201596,0.952798275,0.052318071,-0.387723308,-1.852543182,1.1450548,-1.448626029,1.122917354
1,-0.518514856,2.122111016,-2.585407806,-0.720074209,-1.30548146,0.7318386,-0.215025457,-0.605283307,0.67094954,1.244605302
1,0.060545126,0.087190699,-0.63792974,-0.08482129,-1.169649651,-0.663432783,0.178095854,-0.439768749,0.449957739,-0.239990637
0,0.322938606,-0.415009983,0.885776921,-0.397208396,-0.039148495,0.205867278,1.567081432,1.189728233,1.454843304,-0.673436961
0,0.33143469,-0.504047125,0.467917161,0.780151343,0.189066156,-0.832953484,-0.599919702,-0.217459995,0.083174488,0.155407747
1,-4.060600715,2.289228247,-1.601194013,-0.793922709,-0.129960364,4.356745333,-0.26669873,-0.471127421,0.676118545,2.570418708
0,0.066373717,-0.113593918,-0.037710212,-0.097949426,-0.347564669,-0.486187169,0.492709081,-0.669777215,0.829565886,-0.007659225
0,0.323102171,-0.501970936,0.625349171,-0.049971348,0.398114739,-0.653777345,2.771330509,1.83052388,0.827244797,-0.661220283
0,0.091533305,-0.302082764,0.756834281,0.543725474,0.754027664,-0.313264802,1.367717678,1.134483823,1.3883878,-0.473914055
0,0.094770948,-0.307454583,1.078643001,1.24997335,0.497761772,-0.544808372,-1.244706027,-0.741505097,-0.831338078,-0.105451554
1,0.09124828,-0.252258858,-0.421026283,-0.700115133,-0.831282998,-0.802968544,-1.137577202,-0.877422927,0.439065908,1.261324663
0,0.094040608,-0.257643847,0.878593338,0.458085229,-0.319677083,0.188442285,1.379265899,0.287690145,-0.16205681,0.052692933
